company,job,number_of_evaluations
Real Time Recruitment Solutions,Data Scientist,-
JP Morgan Chase,KDB Engineer - Software Engineering,"19,910 reviews"
Box,Security Incident Response Team (SIRT) Manager,3 reviews
BBC,Software Engineer iBL - iPlayer (REST API / Node JS),356 reviews
BRITISH SKY BROADCASTING GROUP,Software Developer,98 reviews
Goldman Sachs,Operations Engineering - PEP Slang Developer Reg Reporting - London,"1,116 reviews"
Conde Nast,Software Engineer,233 reviews
Brolly,Frontend Engineer (Web),-
thetrainline,Data Engineer - Clojure,-
Moogsoft,Technical Author (Contract),-
Babylon Health,Software/Data Engineer - AI Cognition,-
PwC,London Top Tier - Customer Analytics - Senior Associate,"5,524 reviews"
Aspire Data Recruitment,Data Scientist,-
Datatech Analytics,Data Scientist,-
Twitter,Software Engineer,55 reviews
Expedia,Marketing Science - Analyst,591 reviews
AIG,QA Engineer- AIG Science,"2,546 reviews"
Elliptic,"Director, Compliance and Investigations Services",-
CAPCO,Data Architecture,92 reviews
thetrainline,Product Owner,-
Babylon Health,Senior Scala Engineer,-
Babylon Health,DevOps Engineer,-
NTT DATA Services,Enterprise Architect Advisor - Data & Artificial Intelligence,"1,482 reviews"
JP Morgan Chase,CIB QR – Quantitative Research Equity Financing Trading Optimisation – Vice President,"19,910 reviews"
PDT Partners,Software Engineer,-
Goldman Sachs,Platform - Test Engineering - London,"1,116 reviews"
JP Morgan Chase,CIB Operations - Business Architecture – Automation and Innovation - Specialist,"19,910 reviews"
William Alexander Recruitment Ltd,Data Scientist,-
Asos.com,Lead BI Analyst (Microstrategy),223 reviews
Liberty Global,"Director, Advanced Analytics",30 reviews
AJA.LA STUDIOS,Deep Learning System Architect,-
Harnham,R&D SCIENTIST,-
Harnham,DATA SCIENTIST - FORECASTING,-
Career Concept Limited,Data Scientist,-
Mint Selection,Team Leader Quantitative Analysis,-
managementsolutions,DATA SCIENCE CONSULTANT LONDON,35 reviews
AI-Adam,Senior Data Scientist,-
Weber Shandwick,Associate Director | Analytics,98 reviews
CarTrawler,Senior Data Scientist,10 reviews
Goldman Sachs,Platform - Enterprise Reference Data - London,"1,116 reviews"
Robert Walters,Data Scientist,46 reviews
AIG Philippines Inc.,Visual Designer - AIG Science,-
JP Morgan Chase,CIB – Macro – Business Intelligence Group – Data Analyst – VP / ED,"19,910 reviews"
Ocado,OSP CFC Infrastructure Analytics Software Engineer,369 reviews
Farfetch,Senior Data Scientist,-
Version 1,Microsoft Azure Architect - London,4 reviews
Harnham,"MULTIPLE DATA SCIENTISTS - £40,000 - £90,000",-
GfK,IT Security Incident Analyst,125 reviews
TH_NK,Enterprise Architect,-
AIG Philippines Inc.,Office Manager\Executive Assistant,-
AIG,Office Manager\Executive Assistant,"2,546 reviews"
Ericsson,Software Engineer,"4,902 reviews"
JP Morgan Chase,Java Software Engineer - Big Data - Markets Execution,"19,910 reviews"
Allianz Global Corporate & Specialty,Senior Portfolio Steering Expert in CUOS Global Portfolio Management,457 reviews
Goldman Sachs,Engineering - Operations Engineering - Executive Assistant - London,"1,116 reviews"
Moogsoft,Technical Author,-
Goldman Sachs,Equities Technology - Engineering role - London,"1,116 reviews"
G-Research,Technical Writer,2 reviews
Amaris Hospitality,Kitchen Porter,-
Bud,Product Manager,4 reviews
Goldman Sachs,Platform - DDI Engineering - London,"1,116 reviews"
Quantcast,"Senior Modeling Scientist, Inventory & Creative",12 reviews
Goldman Sachs,PWM Technology - Application Support Specialist,"1,116 reviews"
Man,Senior Equity Research Technologist,27 reviews
University of Hertfordshire,Professor of Computational Neuroscience,64 reviews
Offkey Limited,Junior React Developer,-
Diaverum,Healthcare Assistant,19 reviews
Spencer Ogden,Data Scientist,32 reviews
Capgemini,Management Consultant - Robotic Process Automation (RPA) & Cognitive Automation Solution - FS,"5,578 reviews"
PPHE Hotel Group,Kitchen Porter,-
River Island,CRM Data Planner,"1,191 reviews"
Blue Pelican,Data Scientist,-
Twitter,Front-End Engineer,55 reviews
Expedia,Sr. Software Development Engineer,591 reviews
Elevate Direct,Technical Support Specialist,-
Sony Interactive Entertainment Europe Ltd.,Senior Spark Developer,2 reviews
Babylon Health,Engineering Manager - Voice and Chat Assistant,-
Sterlings Partnership Ltd,Data Scientist,-
Goldman Sachs,Engineering - User Experience - Associate - London,"1,116 reviews"
Worldpay,Senior Data Scientist,166 reviews
American Express,Manager - GMS Risk Management,"5,500 reviews"
Frimley Health NHS Foundation Trust,Phlebotomy Training Officer,10 reviews
Oho Group,Quant Researcher/Data Scientist,-
TORRENT TRACKSIDE,APPRENTICE FITTER,6 reviews
JP Morgan Chase,UI Software Engineer - JavaScript,"19,910 reviews"
EY,Data Analytics – all grades - EMEIA Tax Centre,"5,232 reviews"
Goldman Sachs,Merchant Banking Engineering – Business Software Engineer - London,"1,116 reviews"
AIG Philippines Inc.,Senior BI & Reporting Developer - Investments,-
AIG,Senior BI & Reporting Developer - Investments,"2,546 reviews"
APlant,Plant Maintenance Apprentice,23 reviews
Goldman Sachs,QUALITY ASSURANCE - Technology - Quality Assurance Engineering - London,"1,116 reviews"
Engage Hub,Objective C / AI Developer,-
Deloitte,"Deloitte, Cognitive Data Science and Visualisation (CDV), Analytics and Information Management (AIM) – Director, London","6,694 reviews"
Smarkets,Data Platform Engineer,-
Man,AHL Quant Platform Developer,27 reviews
Babylon Health,"Software Engineer - Core Platforms, Integrations",-
Ericsson,Software Architect,"4,902 reviews"
Google,"Cloud Data Engineer, Google Cloud Professional Services","2,392 reviews"
GlaxoSmithKline,Digital / Data Technical Lead,"2,939 reviews"
Imagination Technologies,Senior Test Analyst - Vision and AI,19 reviews
CAPCO,Data Analytics Consultant,92 reviews
PredictX,Sales Executive,-
PwC,Senior Associate ( Legal Technology ),"5,524 reviews"
Goldman Sachs,Platform - Network Engineer - London,"1,116 reviews"
CrowdStrike,"Director, CrowdStrike Services",2 reviews
Deloitte,Analytics – Cognitive and Data Science (London) Manager,"6,694 reviews"
Tech Mavens Ltd,Research Engineer,-
GfK,Technical Architect,125 reviews
Datatech Analytics,Data Scientist - Customer Economics,-
Mint Selection Ltd.,Data Scientist,-
EF,Full-Stack Software Engineer At EFLabs,-
Goldman Sachs,GSAM Global Data Distribution Full Stack Engineer - London,"1,116 reviews"
Goldman Sachs,FICC Technology - IRP Repo Technology - London,"1,116 reviews"
EXPERIAN,Product Manager - Analytics,786 reviews
Eze Castle Integration,Field Services Engineer,17 reviews
Expedia,Senior Product Manager,591 reviews
Harnham,DATA SCIENTIST - DISRUPTIVE START-UP,-
Harrington Starr,Backend C# Developer,-
Goldman Sachs,Equities Technology - Engineering Role - Analyst - London,"1,116 reviews"
Aspire Data Recruitment,Data Scientist - Banking - London,-
Harnham,VACN222M,-
Vitamin T,On - boarding Coordinator,18 reviews
Harrington Starr,"Machine Learning Engineer (Hadoop, Data Sets, Java)",-
Futureheads Recruitment,Junior Data Analyst/Scientist,-
Harnham,DATA SCIENTIST - PERSONALISATION,-
Metrica Recruitment,Data Scientist,-
Reqiva,DATA SCIENTIST,-
SG CIB,E-Business Analyst,"1,400 reviews"
Goldman Sachs,"Securities, FICC Workflow and Risk Platform Strats, London","1,116 reviews"
Roche,pRED Clinical Operations Industrial Placement,"1,541 reviews"
PCR Digital,AEM Developer Architect,-
Industrial Light & Magic UK,R&D Engineer - Performance capture (12 month Fixed term contract),-
AIG,Visual Designer - AIG Science,"2,546 reviews"
Goldman Sachs,Commodities Trading & Sales Technology – Frontline – London,"1,116 reviews"
JP Morgan Chase,Global Head of Rates eXecute Software Engineering - ED,"19,910 reviews"
Lawrence Harvey,Senior Data Scientist,-
Major Players,Backend Developer (Actions Team),2 reviews
CAPCO,Associate Digital Engineer,92 reviews
Elsevier,Sr Architect,469 reviews
Nominet,Researcher - Emerging Technology,3 reviews
Vodafone,Big Data Engineer,"3,271 reviews"
BNP Paribas,"Head of Technology Risk Analytics (London, Paris or Montreal)","2,123 reviews"
McKinsey & Company,Senior Analytics Fellow - Risk Management,361 reviews
EF Education First,Full Stack Software Engineer,185 reviews
PPL,Data Architect,211 reviews
Eurostar,General Manager - Optimisation,29 reviews
Michael Page UK,CTO,32 reviews
Gilead Sciences,Associate Director IT Innovation and User Experiences,237 reviews
The Boston Consulting Group,Global Talent & HR Director - Gamma,182 reviews
wa consultants,Language/Linguistic Expert,-
Goldman Sachs,Prime Services Technology - Securities/Risk - London,"1,116 reviews"
Post Office Ltd,Solutions Architect - Digital,255 reviews
JP Morgan Chase,Software Engineer – Cloud Development,"19,910 reviews"
"Two Sigma Investments, LLC.","Client Solutions Relationship Manager, Venn",7 reviews
Burns Sheehan,Junior Data Engineer,-
Moogsoft,Sales Engineer (EMEA - UK),-
GCS Recruitment Specialists Ltd,Data Scientist,2 reviews
Premier Group Recruitment,Data Scientist,51 reviews
Unilever,Analytics Product Manager (Livewire D),"5,128 reviews"
Goldman Sachs,Operations Engineering - Post Execution Synthetics - Developer - London,"1,116 reviews"
Expedia,Senior Manager - Brand Analytics,591 reviews
Ocado,Senior OSP CFC Wireless Infrastructure Engineer,369 reviews
News UK,Head of Data Science,24 reviews
Harnham,DATA SCIENTIST - NLP,-
BRITISH SKY BROADCASTING GROUP,PHP Developer,98 reviews
Elsevier,VP Data Science,469 reviews
Ipsos,Senior Data Scientist,321 reviews
Harnham,DATA SCIENTIST - R/PYTHON,-
Skyscanner,Principal Engineer,7 reviews
Skyscanner,Engineering Manager,7 reviews
Cogs Agency,Data Scientist,5 reviews
"FTI Consulting, Inc.",Technology - Information Governance & Compliance | Consultant,138 reviews
Oho Group,Python Data Scientist,-
Alphasights: Engineering,Product Manager,-
McKinsey & Company,"Specialist, Data Science - Energy Insights, New Ventures",361 reviews
Argos,Software Development Engineer - Dynamic pricing,"2,483 reviews"
Barclays,Innovation Data and Analytics Manager,"3,971 reviews"
Cancer Research UK,Senior Developer (Business Intelligence),937 reviews
Goldman Sachs,FICC Technology - Software Engineer - London,"1,116 reviews"
Mercedes-AMG GmbH,Product Definition Analyst - AGP - Pulse / Agility Platform / Real time streaming,-
Clarivate Analytics,Python Development Team Lead,27 reviews
G-Research,Data Science Engineer,2 reviews
Moogsoft,Site Reliability Engineer,-
Harnham,SENIOR DATA SCIENTIST,-
dunnhumby,Senior Engineer,31 reviews
Blackboard Inc.,Principal Technical Consultant,346 reviews
Datatech Analytics,Freelance Junior Data Scientist,-
APHA,Scientific Software Developer,-
NTT DATA Services,Principal Automation Architect,"1,482 reviews"
Goldman Sachs,Operations Technology - Derivatives Trade Processing - London,"1,116 reviews"
Vodafone,Big Data QA Engineer,"3,271 reviews"
thetrainline,Commercial Finance Analyst,-
Harwest.io,Business Development Manager,-
UCL Academy,Teacher of Engineering,111 reviews
Peakon,PR and Communications Manager,-
Avanade,"Cons, Data Engineering",185 reviews
Signal Media Ltd.,Business Development Representative,3 reviews
Liberty Global,Data Science & Platform Modeler,30 reviews
Micro Focus,Senior Systems Engineer/Administrator,134 reviews
Harnham,DATA SCIENTIST - R&D,-
Harnham,DATA SCIENTIST - BLOCKCHAIN STARTUP,-
Oho Group,Junior Python Developer,-
JP Morgan Chase,Java / Python Software Engineer - Algo Trading,"19,910 reviews"
Goldman Sachs,Platform - SDLC Engineer - London,"1,116 reviews"
BrightTALK,Senior Scala Developer,6 reviews
Lynx Recruitment,COMPUTER SCIENTIST/AI RESEARCHER,-
Vodafone,Big Data Lead,"3,271 reviews"
eBay Inc.,Agile Software Developer,"1,395 reviews"
Facebook,Data Science Manager,344 reviews
Bud,Implementation Manager (Project Manager),4 reviews
Automata Technologies,Robotics Developer,-
Goldman Sachs,FICC Technology - BoltWeb Developer,"1,116 reviews"
ESG Recruitment Limited,Trainee Consultant,-
MWR Info Security,Full Stack UI Developer - Countercept,-
Accenture,Innovation Strategy Research Specialist,"13,886 reviews"
Publicis Media,Lead / Senior Data Scientist,12 reviews
Morgan McKinley,Data Scientist,19 reviews
The Economist Group,Technical Director,21 reviews
JP Morgan Chase,Asset Management - Senior Data Scientist – London (Associate/ Vice President),"19,910 reviews"
UCB,"Principal Scientist - CADD, Artificial Intelligence Application Specialist",201 reviews
Frimley Health NHS Foundation Trust,APPOINTMENT OFFICER,10 reviews
BCG Digital Ventures,Senior Back End Engineer - MachineMax,4 reviews
Sia Partners,VIE Data Science Londres,6 reviews
Harnham,DATA SCIENCE SENIOR MANAGER - MACHINE LEARNING - LEADING BRAND,-
Paramount Recruitment,Data Scientist – Drug Discovery,-
Allianz Global Corporate & Specialty,"Senior Predictive Modeler – Portfolio Analytics, CUO Portfolio Management",457 reviews
Microsoft,Director – Workplace Analytics Customer Solutions,"4,486 reviews"
onezeero,Data Scientist Hedge Fund,-
Oho Group,Python Developer,-
Blue Pelican,SENIOR LEADERSHIP ROLE,-
Worldgroup Careers,"Senior Digital Analyst, MRM Meteorite",55 reviews
Tech Mavens Ltd,Lead,-
River Island,CRM Executive,"1,191 reviews"
KPMG UK,Transaction Monitoring Assistant Manager - Financial Crime - Forensic,"4,383 reviews"
GfK,Senior Technical Recruiter,125 reviews
Blue Pelican,Practice Lead,-
G-Research,Hybrid Cloud Engineer (Innovation Group),2 reviews
Enviro-Flame,Apprentice Office Assistant,-
Collinson Group,Insurance Pricing Optimisation Analyst,25 reviews
JP Morgan Chase,"Asset Management - Front Office Quantitative Analyst,Institutional Strategy and Analytics - Analyst/Associate","19,910 reviews"
Mindshare,Paid Social Specialist Account Manager,89 reviews
Mercedes-AMG GmbH,Software Development Engineer - AGP - Pulse / Agility Platform / Real time streaming,-
MBN Recruitment Solutions,Insight Analyst/Junior Data Scientist – Central London,-
Unomaly,Account Executive - UK,-
Michael Page UK,Data Scientist (Fintech) (Insurance Experience),32 reviews
Goldman Sachs,FICC Tech - SMM eDealing Developer - London,"1,116 reviews"
Blue Pelican,Lead Data Scientist,-
Visa,Engineering Manager,591 reviews
Goldman Sachs,GIR Technology - Software Engineer - London,"1,116 reviews"
Morgan Stanley,Fixed Income Cross-Desk Quant Developer,"2,614 reviews"
The App Business,iOS Engineer,-
Goldman Sachs,"FICC Technology, Developer - London","1,116 reviews"
WCN,Trainee Software Developer (Graduate or Graduate Apprentice level),3 reviews
Expedia,Technical Product Manager - Real-Time Anomaly Detection,591 reviews
Lynx Recruitment,DATA SCIENTIST,-
Goldman Sachs,Platform - DDI Engineer - London,"1,116 reviews"
Hitachi Vantara,Senior Big Data Analyst,29 reviews
BBOXX,Software Delivery Lead,3 reviews
Datatech Analytics,Data Scientist - Revenue Optimisation,-
KPMG UK,Manager - Operations - Insurance,"4,383 reviews"
HSBC,Digital Transformation Senior Manager,"9,939 reviews"
Goldman Sachs,Equities Technology - Data Engineer - London,"1,116 reviews"
Havas Media,Senior Strategy Analyst,148 reviews
Bridge International Academies,Director of Software Development,27 reviews
Goldman Sachs,"Securities, Divisional Strats – Global Liquidity Product Strats, London","1,116 reviews"
Babylon Health,Technical Sourcer - Software Engineering,-
EY,Forensic Data Analytics Senior - London,"5,232 reviews"
Intelligent People,Digital Tech,-
Elliptic,Sales Engineer,-
YOOX NET-A-PORTER GROUP,Java Developer,87 reviews
Linux Recruit,Backend Engineer - Microservices,-
Harnham,HEAD OF PERSONALISATION,-
Tesco,Software Development Engineer II – Search & Recs,"11,678 reviews"
Publicis Media,Data Engineer - Data Science,12 reviews
Glanbia,Territory Manager,43 reviews
Digitech Resourcing Ltd,Data Developer,-
Sidetrade,Partner Sales Manager UKI,-
Barclays,"VP, Data Solutions Manager","3,971 reviews"
Deloitte,"Deloitte, Financial Advisory, Forensic Analytics – Data Scientist (Assistant Manager), St Albans","6,694 reviews"
Moogsoft,Senior Software Engineer,-
Salt Recruitment,BI/Data Engineer,2 reviews
JP Morgan Chase,Software Engineer - Cloud Engineering VP,"19,910 reviews"
AIG,"VP, AI Products (Chief Product Officer)","2,546 reviews"
Next Step Systems,"Experienced Quantitative Trader - London, England",-
Salt Recruitment,Data Engineer,2 reviews
Deerfoot,Artificial Intelligence Engineer / Data Scientist,-
Goldman Sachs,Platform - Software Engineer - London,"1,116 reviews"
Goldman Sachs,Platform - Network Technical PM - London,"1,116 reviews"
PwC,Assurance - Data & Analytics Senior Associate,"5,524 reviews"
JP Morgan Chase,UI Software Engineer - React/JavaScript,"19,910 reviews"
Expedia,Acquisition Marketing Data Scientist (Hotels.com),591 reviews
Harrington Starr,Quantitative Trader - Proprietary Trading Firm,-
BJSS,Platform/Release Engineer,-
Goldman Sachs,Prime Services Technology - Developer - London,"1,116 reviews"
Goldman Sachs,Platform - Cloud Platforms Development Engineer - London,"1,116 reviews"
The Tec Recruitment Group Limited,Tech Lead,-
Harnham,DATA SCIENTIST – CUSTOMER ANALYTICS,-
Schibsted Media Group,Senior Data Engineer,-
Skyscanner,Senior Mobile Engineers,7 reviews
Salt Recruitment,Hadoop / Big Data Administrator,2 reviews
Amazon.com,Senior/Lead Advanced Analytics Prototyping Developer,"24,701 reviews"
Goldman Sachs,FICC Tech SMM Developer - London,"1,116 reviews"
HomeAway,Senior Scala Engineer,106 reviews
Goldman Sachs,Platform - Workflow Engineering - London,"1,116 reviews"
Acrotrend,Senior Consultant – Customer Insights and Analytics,4 reviews
Goldman Sachs,Technology Management & Strategy - BAPM Business Enablement - London,"1,116 reviews"
Elsevier,Product Manager - Content Innovation,469 reviews
Harnham,STRATEGIC ANALYST,-
Harrington Starr,Data Scientist - FinTech,-
Maxeler Technologies,Cyber-Security Platform Engineer,-
Notonthehighstreet.com,Senior Software Engineer,7 reviews
Goldman Sachs,FICC Technology - Order Management Engineer,"1,116 reviews"
Wipro Limited,Topcoder European Sales Director,"10,978 reviews"
The App Business,JavaScript Engineer - React,-
Kent Police and Essex Police,Business Services Assistant - Geographic (Coldharbour Police Station),-
Nectar Loyalty,Senior Digital Analyst,-
SR2,Java Developer,-
Lawrence Harvey,"Data Scientist - London - Up to £120,000!!",-
State Street,"Business Development, Information Solutions EMEA, Vice President","1,855 reviews"
Goldman Sachs,Quality Assurance Engineering - Developer - London,"1,116 reviews"
Elsevier,Senior Systems Engineer,469 reviews
Spring,Data Analyst- Graduate opportunity- London,31 reviews
Babylon Health,Senior Data Engineer,-
WonderBill,Senior Software Engineer - fullstack,2 reviews
Aspire Data Recruitment,"Data Scientist - Python, R, Scala, Java etc...",-
Goldman Sachs,Platform - DevOps Engineer - London,"1,116 reviews"
KPMG UK,Business Technology - Business Analyst,"4,383 reviews"
Goldman Sachs,Engineering - Finance & Risk Engineering - Corporate Treasury Strats - London,"1,116 reviews"
JP Morgan Chase,Java Engineer - Asset Management - Trading Technology,"19,910 reviews"
JobHoller,Python Developer,-
Harnham,DATA SCIENTIST - OPTIMISATION,-
JP Morgan Chase,Java Software Engineer - FX Technology - VP,"19,910 reviews"
CAPCO,Developer - Back End (Senior),92 reviews
Hawk-Eye Innovations,Java Developer,-
Quantcast,"Senior Software Engineer, Inventory & Creative",12 reviews
Lawrence Harvey,Python Developer,-
IQVIA,"GTM Principal, Technology Solutions",95 reviews
Goldman Sachs,Operations Engineering - RAC Team Lead VP - London,"1,116 reviews"
WonderBill,Senior Software Engineer - backend,2 reviews
PwC,Insurance Consulting Operations Director,"5,524 reviews"
University College London,Lecturer / Senior Lecturer in Natural Language Processing,111 reviews
Ikawa Ltd,Operations Executive,-
Cognizant,"Digital Talent Manager, Digital Strategy Consulting","9,959 reviews"
BCG Digital Ventures,Lead Engineer,4 reviews
KPMG UK,Strategic Sourcing Specialist – Front Office Technology,"4,383 reviews"
Moody's Analytics,Business Analyst - Global Events (SQL & VB),256 reviews
JP Morgan Chase,Java/Python - Software Engineer - Equity Derivatives,"19,910 reviews"
Aspire Data Recruitment,Head of RegTech,-
Tesco,Principal Product Manager,"11,678 reviews"
Moogsoft,Sales Development Representative,-
Clarivate Analytics,Senior Data Architect,27 reviews
Blackboard Inc.,Senior Software Engineer,346 reviews
EF Education First,Senior Backend Software Engineer,185 reviews
BCG Digital Ventures,Senior backend Engineer,4 reviews
BJSS,Software Engineer: Big Data,-
JP Morgan Chase,Java Engineer Associate - Investor Services,"19,910 reviews"
Funding Circle UK,Senior Software Engineer,-
Money Farm,Senior Backend Engineer,-
Funding Circle UK,Lead Software Engineer,-
Ericsson,UI Software Architect,"4,902 reviews"
Goldman Sachs,Prime Services Technology - Risk - London,"1,116 reviews"
JP Morgan Chase,Java Software Engineer - Rates Technology,"19,910 reviews"
JP Morgan Chase,Full-Stack/UI Software Engineer - JavaScript/React,"19,910 reviews"
QxBranch,Senior Software Engineer,-
JP Morgan Chase,RAD Software Engineer (Excel/VBA) - Front Office Rates Technology,"19,910 reviews"
Google,"Software Engineer Manager, Tools and Infrastructure","2,392 reviews"
Elsevier,Senior Search Engineer,469 reviews
Pontoon,Data Scientist (Python / Spark / SQL),89 reviews
Harnham,"LEAD JAVA DEVELOPER - JAVA, SPRING BOOT, JPA, MACHINE LEARNING",-
JP Morgan Chase,Java Software Engineer - Rates eTrading - Associate,"19,910 reviews"
Goldman Sachs,Equities Technology - Engineering Role - Associate - LONDON,"1,116 reviews"
EY,Senior Consultant – EAC Blockchain Solution Developer,"5,232 reviews"
SoftwareONE,UK Sales Director,31 reviews
AIG Philippines Inc.,Front-End Developer - AIG Science,-
Blackthorn Trace,ASOC Analyst,-
Salt Recruitment,Ruby Developer,2 reviews
Accenture,Artificial Intelligence Consultant,"13,886 reviews"
Martin & Conley Limited,Full Stack Developer,-
Goldman Sachs,Operations - Ops Tech- LN Derivative Processing Engineering - London,"1,116 reviews"
Deloitte,"Return to Work programme 2018/19, Adobe Developer, Senior Consultant-Manager, Deloitte Digital, Consulting, London","6,694 reviews"
Asos.com,Data Scientist/Senior Data Scientist - Supply Chain Optimisation,223 reviews
Solus Norwich Union,Apprenticeship Paint Refinisher,-
wa consultants,Data Scientist,-
"Digital Management, LLC",Data Analytics Developer/Architect,116 reviews
Man,Market Risk Manager,27 reviews
CME Group,Intern - Market Technology Sales – Year in Industry Placement,140 reviews
McKinsey & Company,Principal Data Scientist - Risk Management,361 reviews
Support Team,Engineer Automation,7 reviews
Bridge International Academies,Director of Engineering,27 reviews
AppZen,Enterprise Account Executive (EAE),-
Linux Recruit,Golang Engineer,-
Farfetch,Lead Data Scientist – Customer Marketing,-
Owlstone Medical,Python Developer – Algorithms & Data Software Group,-
EY,Innovation Director - Financial Services Assurance,"5,232 reviews"
Chelsea and Westminster Hospital NHS Foundation Tr...,Senior Clinical Fellow in Oculoplastics,10 reviews
Amadeus,Product Definition Analyst - AGP - Pulse / Agility Platform / Real time streaming,153 reviews
Evolution Recruitment Solutions,Backend Engineer - Central London,-
Direct Line Group,Senior Data Engineer,316 reviews
RSO Limited,Full Stack Developer,-
Goldman Sachs,FICC Technology - FX Frontline Developer - London,"1,116 reviews"
Major Players,DATA STREAMING ENGINEER (PYSPARK),2 reviews
Kobalt Music,Product Manager,-
Goldman Sachs,LCA Technology - Legal - Business Analyst / Project Management - London,"1,116 reviews"
Watts Farms,Crop Production Apprentice,10 reviews
Reqiva,PYTHON DEVELOPER DJANGO,-
PwC,Assurance - Data & Analytics Senior Associate - AWM – London,"5,524 reviews"
Avanade,Digital Analytics Architect,185 reviews
Ocado,Java Software Engineer - Simulation,369 reviews
Novitec,Channel Account Manager,-
Deloitte,"Deloitte Consulting, Senior Consultant/Manager, Artificial Intelligence Specialist, Analytics and Quantitative Modelling, London","6,694 reviews"
Harnham,DATA SCIENTIST – GLOBAL COMPANY,-
Blue Pelican,Head of Analytics,-
JP Morgan Chase,Python Software Engineer - Market Risk,"19,910 reviews"
BRITISH SKY BROADCASTING GROUP,Senior Software Developer,98 reviews
Informatiq Consulting,Windows Virtualisation Analyst - VCP,-
Funding Circle UK,Senior Data Engineer,-
HSBC,"Senior Data Engineer, Assistant Manager GRA RC","9,939 reviews"
moneysupermarket.com,Senior Data Engineer,6 reviews
Revionics,Principal Data Science Analyst,3 reviews
JP Morgan Chase,Software Engineer - Java / Python - Pricing Direct,"19,910 reviews"
Major Players,Data Engineer,2 reviews
Harnham,SENIOR DATA SCIENTIST - FRAUD DETECTION,-
Twitter,Senior Back-End Engineer,55 reviews
McKinsey & Company,Senior Data Scientist - Risk Management,361 reviews
Microsoft,Global Cloud Solution Architect - Strategy & Digital Consulting,"4,486 reviews"
La Fosse Associates,Technical Architect,2 reviews
Hitachi Consulting UK Limited,Microsoft Business Intelligence Primary Capability Lead (PCL),159 reviews
Goldman Sachs,Platform - Developer - London,"1,116 reviews"
UCB S.A.,"Principal Scientist - CADD, Artificial Intelligence Application Specialist",201 reviews
Goldman Sachs,FICC Technology - IRP Franchise Technology - Frontline - London,"1,116 reviews"
Deloitte,"Front End Developer, Consultant, Deloitte Digital, London","6,694 reviews"
The Business of Fashion,Head of Growth Marketing,-
Mortimer Bell International Ltd,Azure Consultant,-
AIG,Front-End Developer - AIG Science,"2,546 reviews"
Avanade,Big Data Architect,185 reviews
Conde Nast,Senior Software Engineer,233 reviews
Acceler-IT Recruitment Consultancy,Health Tech,-
Blue Pelican,DATA DIRECTOR,-
JP Morgan Chase,Java Software Engineer - FX Technology - Associate,"19,910 reviews"
Dixons Carphone,UX Architect,410 reviews
BCG Digital Ventures,Senior Backend Engineer – Golang or Python,4 reviews
Harrington Starr,Quantitative Analyst - Equity Derivatives - Macro Fund,-
Oho Group,IT Engineer,-
MAN GROUP PLC,Devops,4 reviews
Reqiva,HEAD OF WEB DEVELOPMENT,-
Agile Recruitment Ltd,Senior NLP Researcher,-
Goldman Sachs,"Securities, SMM, Low Latency C++ Developer, Associate/VP, London","1,116 reviews"
Goldman Sachs,Operations Engineering - Business Application Development Engineer - Margin - London,"1,116 reviews"
JP Morgan Chase,Senior Quant Developer - Java,"19,910 reviews"
AIG Philippines Inc.,"VP, AI Products (Chief Product Officer)",-
Towergate,Technical Pricing Manager - Personal Lines,9 reviews
Oliver James Associates,Front Office Quant/Strategist,4 reviews
BCG Digital Ventures,Lead Back End Engineer - MachineMax,4 reviews
Skyscanner,Senior Software Engineer – Distributed Systems,7 reviews
Nicholson Glover Consulting,Senior Research Executive,-
JobHoller,Junior JavaScript Developer,-
Harnham,SENIOR DATA SCIENTIST - HEDGEFUND,-
FE Web Team,Web Developer,-
EY,Forensic Data Analytics Manager - London,"5,232 reviews"
Imperial College London,Lecturer/Senior Lecturer in Biomathematics,108 reviews
Deloitte,"Return to Work programme 2018/19, Digital Advisor, Senior Consultant-Manager, Deloitte Digital, Consulting, London","6,694 reviews"
Elsevier,Lead Software Engineer,469 reviews
Goldman Sachs,GSAM Guidelines Platform - Software Engineer - London,"1,116 reviews"
EMR Marketing Recruitment,Pricing Analyst,-
IMS Health,"Senior Engineer, Big Data, Spark/Scala","1,015 reviews"
JP Morgan Chase,Java Software Engineer - Equities Front Office Technology,"19,910 reviews"
Goldman Sachs,Operations Engineering - Ops Tech - Derivatives Trade Processing - London,"1,116 reviews"
Linux Recruit,Scala Engineer,-
Goldman Sachs,Operations Engineering - Ops Tech - Derivative Process Engineering - London,"1,116 reviews"
