company,job,number_of_evaluations
University of California Berkeley,Specialist – Center for Long-Term Cybersecurity (CLTC) – School of Information (revised ad),239 reviews
Lawrence Berkeley National Laboratory,Microbial Biology Postdoctoral Scholar,120 reviews
Genentech,Data Scientist - Marketing Analytics and Strategy,659 reviews
The North Face,Global Innovation: Technology Development Manager,328 reviews
Square,"Senior Product Analyst, Seller",51 reviews
Wish,Relevance Engineer,14 reviews
Uber,Data Science Manager - Search and Places,479 reviews
Ultimate Software,SENIOR DATA SCIENTIST,182 reviews
Twitter,Full Stack Software Engineer,55 reviews
"Zendrive, Inc.",Business Operations Manager,-
Adobe,Senior Analyst - Advanced Analytics,439 reviews
Adobe,Front End Web Engineer - Digital Imaging,439 reviews
Goldman Sachs,CCBD Technology - Architect,"1,116 reviews"
Google,"Product Strategy and Operations Lead, YouTube","2,391 reviews"
Stride Search,Computer Vision/ Machine learning Engineer,-
Levi Strauss & Co.,Technical Architect,"1,778 reviews"
Motif Investing,Motif Capital – Data Scientist,2 reviews
Castle Global,Business Development - Finance,-
Roche,Advanced Analytics Leader-DIS,"1,541 reviews"
Tempo Automation,Full Stack Engineer,-
Castle Global,Account Executive - Hive Data,-
JUUL Labs,"Algorithms Engineer, R&D",2 reviews
Genomic Health,Principal Biostatistician,21 reviews
Nextgen Technologies,Big Data Engineer,16 reviews
Castle Global,Business Development - Hive (Brands),-
Adobe,"Software Architect, Adobe Target",439 reviews
Cisco,Full Stack/Backend Engineer at Umbrella,"3,890 reviews"
Cisco,Senior Security Researcher - CloudSecurity,"3,890 reviews"
Cisco,Senior Security Researcher - CloudSecurity,"3,890 reviews"
"Williams-Sonoma, Inc.",Senior Vice President of Engineering - Customer & Selling Experience,"1,538 reviews"
TransFair USA,Director of Data Science,-
Merck,"Senior Scientist, Informatics and Analytics","2,927 reviews"
Electronic Arts,Intelligent Systems Engineer (University Grad),385 reviews
LeapYear,Head of Product,-
Harness.io,Technical Customer Success Manager,-
Quantcast,"Manager, Product Analytics",12 reviews
Exabeam,Enablement Engineer,-
PicnicHealth,Full-Stack Engineer,-
Change Healthcare,DIRECTOR,379 reviews
AbbVie,"Principal Statistician, Exploratory Statistics",570 reviews
"Zendrive, Inc.",Senior Customer Success Manager,-
BuildZoom,Full-stack Engineer,2 reviews
VIR,Modeling and Simulation Engineer/Scientist,-
Niantic Labs,Product Manager,-
"GenapSys, Inc.",Head of Informatics,-
Cruise Automation,Staff Frontend Engineer,17 reviews
Blend Labs,"Product Manager, Data and Analytics",-
Narvar,Staff Data Engineer,5 reviews
Ultimate Software,"PRODUCT MANAGER, DATA SCIENCE",182 reviews
Clarity Insights,"Data Visualization Specialist - Consultant (Tableau or Alteryx) - San Francisco, CA",7 reviews
Feedzai,Manager of Data Science,-
Harness.io,Security Operations Engineer,-
BlackRock,Python / Java / MATLAB - Quantitative Developer,311 reviews
Plenty,IoT Design Engineer,7 reviews
TEECOM,Design Engineer,3 reviews
Macy's,"Senior Manager, Engineering (macys.com)","25,219 reviews"
Yelp,Product Manager - Ads - Creative and Data Mining,298 reviews
Upstart,Legal Counsel,5 reviews
Twitter,Software Engineer,55 reviews
Uber,Product Manager - Rider - Engagement,479 reviews
Twitter,Product Manager,55 reviews
Splice,Junior CI/CD DevOps Engineer,-
Plenty,Data Design Engineer,7 reviews
CyberCube Analytics,Product Manager,-
Apttus,Solution Architect - Max Intelligent Agent | Conversation as a Service (CaaS) Delivery,21 reviews
LendingTree,"Manager, Business Analytics",49 reviews
Moogsoft,Sales Engineer,-
Adobe,Creative Cloud On-boarding Architect,439 reviews
Lattice Engines,Software Engineer (or Internship exceeding 6 months),6 reviews
PagerDuty,Data Engineer,-
Oracle,Principal Data Scientist,"3,952 reviews"
Uber,Product Manager - Uber Eats- Marketplace Prediction,479 reviews
YapStone,Data Scientist,29 reviews
Adobe,Sr. Experience Designer,439 reviews
Quantcast,"Manager, Financial Planning & Analysis",12 reviews
Xylem,Sr. Data Scientist - Valor Water,248 reviews
Blue Owl,Senior Data Engineer,-
Twitter,ML Platform Engineer,55 reviews
Twitter,ML Platform Engineer,55 reviews
ClearScale LLC,Cloud Technology Sales Representative,-
Upstart,Engineering Manager,5 reviews
Bolt,Director of Marketing,-
World Wildlife Fund,Data and Technology Global Lead Scientist,34 reviews
Central Garden & Pet,Digital Analytics Analyst,100 reviews
"PCM Services, LLC",Lead Technical Support Specialist,-
University of California Berkeley,Postdoctoral – Center for Long-Term Cybersecurity (CLTC) – School of Information,239 reviews
Fanatics Inc.,Data Engineer,372 reviews
Twitter,"Software Engineer, Systems",55 reviews
BuildZoom,Backend Engineer,2 reviews
UserTesting,Sr. Data Scientist,17 reviews
Nextgen Technologies,Performance Engineer IV,16 reviews
TSYS,Manager of Predictive Analytics and Modeling,460 reviews
Quantcast,Senior Financial Analyst,12 reviews
Lawrence Berkeley National Laboratory,Facilities Operation Group Lead,120 reviews
BFFT Fahrzeugtechnik GmbH,Software Embedded ADAS Tech Lead (m/f) C1089,-
Kinsa Inc.,Front-End Web Developer,-
Federal Reserve Bank of San Francisco,Cybersecurity Engineer,32 reviews
Domino Data Lab,Site Reliability Engineer,-
"RingCentral, Inc.",Analytics Architect,4 reviews
Swift Navigation,C++ Software Engineer,-
Castle Global,UI / UX Designer,-
Google,"Higher Education Marketing Manager, Google Cloud Platform","2,391 reviews"
Bastille,Marketing Manager,7 reviews
Walmart eCommerce,Principal Data Scientist,"143,132 reviews"
Tonal,Senior Data Scientist,-
Lawrence Berkeley National Laboratory,High-Energy Physics Postdoctoral Scholar,120 reviews
Fair Trade USA,Director of Data Science,3 reviews
Exponent,Cyber Security and Identity Manager,27 reviews
Glu Mobile,Director of Analytics,14 reviews
Velodyne,Computer Vision Engineer - Intern,6 reviews
Quantcast,Lead Product Designer,12 reviews
SigOpt,Field & Community Marketing Lead,-
TIBCO Software,Architect/Principal Engineer,29 reviews
EY,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)","5,232 reviews"
RingCentral,Analytics Architect,56 reviews
"Grammarly, Inc.",Engineering Manager,-
Castle Global,Technical Sales Executive - Hive,-
Amazon.com,Sr. Software Development Engineer,"24,699 reviews"
Upgrade,"Analyst / Senior Analyst, Decision Sciences",4 reviews
Quantcast,Senior Product Designer,12 reviews
Castle Global,Business Development - Hive (Finance),-
Flock,Computer Vision Engineer at an Cloud-Connected Startup,-
"Williams-Sonoma, Inc.",Principal Performance Engineer,"1,538 reviews"
Amazon.com,"Sr. Software Development Engineer, Game Marketing","24,699 reviews"
Ampush,Growth Engineer,-
ClickTale,"Customer Success Manager, Consulting Services Group- San Francisco",-
Oracle,Analytics Product Manager,"3,952 reviews"
Harnham,Senior Data Scientist - Deep Learning,-
Credit Karma,Senior Recommendation System Analyst,6 reviews
Upstart,Customer Experience (Loan Servicing) - Temp to Hire,5 reviews
C3 IoT,User Experience Designer,-
Change.org,Director of Data,2 reviews
Health Fidelity,QA/Automation Engineer,-
Electronic Arts,Principal Data Scientist,385 reviews
Coinbase,Software Engineer - Anti-fraud Systems,3 reviews
Oracle,Healthcare Industry Solution Specialist - Global Industry Solutions Group,"3,952 reviews"
Twitter,"Software Engineer/Data Scientist, NLP",55 reviews
Helix,Bioinformatics Scientist - Population Geneticist/Epidemiologist,8 reviews
Exabeam,Product Designer,-
Collective Health,Data Science Engineer,7 reviews
"Turnitin, LLC",R&D Software Engineer - All Levels,-
Zipcar,Data Engineer,44 reviews
Coinbase,Software Engineer - Earn.com (Growth),3 reviews
Lawrence Berkeley National Laboratory,Computer Vision Postdoctoral Scholar,120 reviews
eBay Inc.,Sr. Data Scientist,"1,395 reviews"
Uber,Staff Engineer - Marketplace Rider & Fares,479 reviews
Oracle,PK-Consulting Member of Technical Staff/IC5,"3,952 reviews"
Coffee Meets Bagel,Senior Data Scientist,-
Kinsa Inc.,Sr. Data Scientist,-
Collective Health,Full-Stack Engineer - Automate,7 reviews
Uber,"Engineering Manager, Visualization",479 reviews
OpenAI,Infrastructure Engineer SAN FRANCISCOMEMBER OF TECHNICAL STAFFFULL-TIME,-
Slack,"Search Platform Product Manager, SLI",6 reviews
Adobe,Sr. Computer Scientist - JS Front End,439 reviews
Bevov,Outbound Sales Development Representative (SDR),-
Autodesk,"Senior Program Manager, Automation",307 reviews
Bevov,Full Stack Lead Developer,-
Exabeam,Service Delivery Program Manager,-
drawbridge,Big Data Architect,3 reviews
Quantcast,Senior Designer,12 reviews
Eventbrite,Engineering Manager,7 reviews
University of California Berkeley,Postdoctoral Scholar - Data Science Program - School of Information,239 reviews
Uber,Product Manager - Marketplace - Investments,479 reviews
Threadloom,Lead Product Designer,-
Visa,"Staff Software Engineer, Innovation",591 reviews
mapper.ai,"Computer Vision Engineer, SLAM Optimization",-
The Climate Corporation,Engineering Director,11 reviews
eBay Inc.,Trust and Safety Engineering Manager,"1,395 reviews"
eBay Inc.,Trust and Safety Engineering Manager,"1,395 reviews"
Harness.io,Regional Account Executive,-
Square,Conversion Optimization Manager,51 reviews
Directly Software,Sales Engineer,-
SigOpt,Software Engineer Full Stack,-
Upstart,Data Scientist - Statistical Modeling Specialist,5 reviews
Oracle,Applications Developer 5,"3,952 reviews"
Salesforce,"Software Architect, Search (Lucene/SOLR)",363 reviews
GuruLink,Senior Machine Learning Engineer,-
Micro Focus,Territory Sales - IT Operations Management - Silicon Valley,134 reviews
BOLD,Sr. Data Scientist,5 reviews
Clarity Insights,Client Executive - Professional Services (High Tech),7 reviews
Splunk,IT Product Manager,27 reviews
ClearScale LLC,Technical Cloud Project Manager,-
Adobe,"Sr. Graphics Engineer, Adobe Innovation",439 reviews
Clarivate Analytics,Software Architect,27 reviews
Westfield Corporation,"Senior Director, Data Science",33 reviews
Lawrence Berkeley National Laboratory,Quantum Computing Postdoctoral Scholar (Computational Research),120 reviews
Comfy,Account Executive,11 reviews
Jobspring Partners,VP Engineering - Biotech Startup ($50M+ in Funding),26 reviews
TEECOM,Market Sector Technical Leader,3 reviews
Feedzai,Solution Architect,-
Cloudera,"Sr Product Manager, Governance",10 reviews
"Williams-Sonoma, Inc.","Director, Product Analytics","1,538 reviews"
Kinsa Inc.,Back-End Engineer,-
Visa,Security Software Engineer,591 reviews
Square,Senior Compliance Data Analyst,51 reviews
Microsoft,SENIOR DATA SCIENTIST,"4,485 reviews"
Alation Inc.,Performance Engineer,-
Feedzai,Director of Data Science,-
Exabeam,Sr Systems Administrator,-
OSIsoft,Software Developer,17 reviews
Clarity Insights,"Data Engineer - Consultant (San Francisco, CA)",7 reviews
Lawrence Berkeley National Laboratory,Secure Systems Postdoctoral Scholar,120 reviews
Google,"Product Marketing Manager, Google Compute Engine","2,391 reviews"
LendingClub,Sr. Credit Risk Analyst,57 reviews
ThirdLove,Data Science Engineer,16 reviews
Goldman Sachs,CCBD Technology - Data Engineer,"1,116 reviews"
Cruise Automation,Software Architect - Game Engine,17 reviews
Splunk,Software Engineer,27 reviews
The Pill Club,Fullstack Engineer,-
Google,"Cloud Data Engineer, Google Professional Services","2,391 reviews"
Coinbase,Director of Engineering - Infrastructure,3 reviews
Clarivate Analytics,Staff Software Engineer,27 reviews
drawbridge,Enterprise Account Executive,3 reviews
The Climate Corporation,Integrated Yield Modeling Lead,11 reviews
Uber,Product Manager - Developer Platform - Developer Productivity,479 reviews
,Software Engineer,-
"Grammarly, Inc.",Lead Research Engineer,-
Universal Electronics Inc.,Software Engineer-Applications,15 reviews
Universal Electronics,Software Engineer-Applications,42 reviews
Dolby,Senior Architect,65 reviews
Uber,Software Engineer - Vehicle Command,479 reviews
"Amyris, Inc.","Principal Scientist, Enzymology and Enzyme Engineering",-
Cisco Meraki,Enterprise Systems Architect,7 reviews
Doximity,"Senior Data Scientist, Newsfeed",2 reviews
Salesforce,"Fall 2018 Co-Op, Software Engineer, Infrastructure",363 reviews
System1 Biosciences,Software Engineer,-
Accenture,Accenture Labs Artificial Intelligence Research Associate Principal,"13,886 reviews"
Agent IQ,Enterprise Account Executive (SF),-
Intertec International,VP Product & Engineering,4 reviews
Funding Circle US,"Senior Data Scientist, Customer Analytics",-
Parsable,"Software Engineer, Data",-
Google,"Data Scientist Technical Lead, Engineering","2,391 reviews"
Fathom Health,"Software Engineer, Data",-
Paxata,Account Executive,2 reviews
Directly Software,Senior QA Engineer,-
Adobe,"Sr. Engineer, Creative Products Engagment",439 reviews
Tesorio,Lead Data Scientist,-
Twitter,Technical Product Manager,55 reviews
Adobe,Full Stack / Backend Web Engineer - Digital Imaging,439 reviews
Splunk,Senior Data Scientist,27 reviews
Upstart,"Senior Manager, Payments Strategy and Operations",5 reviews
Twitter,Backend/Systems Software Engineer -- Cortex,55 reviews
Yelp,Engineering Manager - User Growth,298 reviews
Capital One,AI Software Engineer,"6,097 reviews"
Upstart,Data Security Engineer,5 reviews
Autodesk,"Product Manager, Analytics Instrumentation",307 reviews
Goldman Sachs,CCBD Technology - Back-End Developer (Python),"1,116 reviews"
Credit Karma,Decision Science Partner Lead,6 reviews
DocuSign,"Senior Analyst, Marketing Analytics",28 reviews
FuelX,QA Automation Engineer,-
Cisco,Software Engineer,"3,890 reviews"
Ultimate Software,"DIRECTOR, DATA STRATEGY AND PRODUCT",182 reviews
Charles Schwab,Sr Data Scientist,867 reviews
C3 IoT,Director Analyst Relations,-
Tempo Automation,Technical Product Manager - Factory Automation,-
Counsyl,Senior Bioinformatics Scientist,2 reviews
Microsoft,"Senior Data Scientist, Analytics","4,485 reviews"
CBS Interactive,Senior Video Data Engineer (VDE),41 reviews
HotelTonight,Senior Data Scientist,5 reviews
PagerDuty,Senior Data Scientist,-
Threadloom,Lead Data Scientist,-
Figure,"Director, Digital Marketing",4 reviews
Clara,Software Engineer,6 reviews
Goldman Sachs,CCBD Technology - Quality Assurance Marcus - Engineer,"1,116 reviews"
Bastille,Product Marketing Manager,7 reviews
Harness.io,Senior Product Manager,-
Tubi TV,Senior Data Scientist,-
Directly Software,Enterprise Sales Development Rep (SDR),-
Zendesk,"Lifecycle Marketing Manager, In Product Messaging",23 reviews
Gilead Sciences,"Director, IT Innovation & User Experiences",237 reviews
Rocket Lawyer,"Director, Data Engineering",-
Intrexon Corporation.,(Senior) Data Scientist,-
LeapYear,Software Engineer - Full Stack,-
Gilead Sciences,Sr. Data Scientist,237 reviews
Hitachi Vantara,SW Development Engineer-IoT Full Stack,29 reviews
FuelX,Full Stack Software Engineer,-
Galvanize,"Data Engineering, Enterprise Instructor",14 reviews
Zeta Global,Software Engineer - Frontend,11 reviews
Cruise Automation,Engineering Manager - Prediction,17 reviews
drawbridge,Software Engineer,3 reviews
Change.org,Senior Data Scientist,2 reviews
Color Genomics,Senior Data Scientist,-
Google,"Developer Marketing Director, Google Cloud","2,391 reviews"
DocuSign,"Director, Product Data Science",28 reviews
Upstart,Information Security Architect,5 reviews
Cruise Automation,Staff Site Reliability Engineer,17 reviews
Payette Group,"Senior Data Scientist, Machine Learning",-
Capital One,"Senior Associate, Data Science","6,097 reviews"
Zeta Global,Software Engineer - Backend,11 reviews
ClickTale,Partners Sales Manager Americas San Francisco,-
AppDynamics,Staff Software Engineer - EUM,14 reviews
Salesforce,"Senior / Lead / Principal Data Engineer, ML / Deep Learning (Einstein)",363 reviews
RichRelevance,Software Engineer,6 reviews
Edmodo,Search Engineer,-
SiriusXM,Senior Server Engineer - Automatic Labs,151 reviews
Walmart eCommerce,Distinguished Software Engineer,"143,132 reviews"
Harnham,Staff Data Scientist,-
Oracle,Principal User Experience Designer,"3,952 reviews"
Oracle,Software Architect,"3,952 reviews"
Allstate,Senior Data Scientist,"5,227 reviews"
FuelX,Backend Software Engineer,-
Cisco,Cloud Security Engineer,"3,890 reviews"
Autodesk,"Software Engineer, Knowledge Platform",307 reviews
Twitch,Senior Backend Engineer - Recommendations,31 reviews
Illumina,Staff Software Engineer,132 reviews
"Zendrive, Inc.",Senior Data Scientist,-
BioMarin Pharmaceutical Inc.,"Scientist / Sr. Scientist, Computational Biologist – BioInfomatics",62 reviews
Domino Data Lab,Senior Operations Engineer,-
LendingClub,Sr Data Scientist,57 reviews
Cruise Automation,Software Engineer - PaaS,17 reviews
Castle Global,Technical Sales Executive,-
SigOpt,Software Engineer Backend,-
Figure,Senior Data Scientist,4 reviews
Threadloom,Frontend Software Engineer,-
Directly Software,Senior Director of Services,-
Zendesk,"Staff Software Engineer, Anti-abuse Platform",23 reviews
Lawrence Berkeley National Laboratory,Computational Biology Postdoctoral Scholar,120 reviews
Workday,Search Software Engineer,47 reviews
Fathom Health,"Software Engineer, Security",-
Visa,"Director, Data Platform",591 reviews
Castle Global,Software Engineer - Backend,-
Cruise Automation,Site Reliability Engineer,17 reviews
Comfy,Product Marketing Manager,11 reviews
Lyric,Senior Data Scientist,-
Harnham,Senior Computer Vision Scientist - Deep Learning,-
Google,"Global Demand Generation Marketing Manager, Google Cloud","2,391 reviews"
LendingClub,"VP, Decision Science & Credit Risk CoE",57 reviews
Uber,Sr. Embedded Engineer,479 reviews
Visa,Chief Software Engineer,591 reviews
Plenty,Reliability and Security Design Engineer,7 reviews
Exabeam,Sr Engineer in Customer Advocacy,-
"Zendrive, Inc.","Director, Business Development- Telco Strategic Partnerships",-
FuelX,Senior Data Scientist,-
Quantcast,Senior Art Director,12 reviews
Exabeam,Software Engineer Web Front-End,-
Shippo,Director of Product Management,-
HeartFlow,Senior Database Administrator,4 reviews
Fathom Health,"Software Engineer, Infrastructure",-
Goldman Sachs,CCBD Technology - Project Management/Deployment Architect,"1,116 reviews"
Goldman Sachs,CCBD Technology - Marcus Project Management / Deployment Architect,"1,116 reviews"
AppDynamics,"Principal Engineer, End User Monitoring",14 reviews
Talix,Software Engineer - Informatics,-
Slack,Senior Data Engineer,6 reviews
Domino Data Lab,Principal Front End Engineer,-
Splunk,Principal Backend Engineer,27 reviews
AbbVie,"Principal Research Scientist, Computational Biology",570 reviews
Alation Inc.,Full Stack Software Engineer,-
Clarity Insights,Engagement Manager - High Tech - Senior Principal,7 reviews
Goldman Sachs,CCBD Technology - Back-End Developer - Analyst/Associate,"1,116 reviews"
Goldman Sachs,CCBD Technology - Marcus - Back-End Developer - Analyst/Associate,"1,116 reviews"
Electronic Arts,Sr Software Engineer I,385 reviews
LeapYear,Software Engineer - Infrastructure,-
Alation Inc.,Marketing Operations Manager,-
Twitter,"Sr. Product Manager, Information Quality",55 reviews
Quantcast,"Senior Full-Stack Engineer, Measure",12 reviews
Wells Fargo,Data Solutions Designer (App Sys Eng 6),"27,026 reviews"
Feedzai,"Vice President, Marketing",-
Wells Fargo,Data Operational Risk Consultant 5,"27,026 reviews"
Wells Fargo,Data Operational Risk Consultant 5,"27,026 reviews"
Lattice Engines,Engineering Director,6 reviews
ThoughtWorks,Lead Data Engineer,59 reviews
Alation Inc.,Backend Software Engineer,-
ClearScale LLC,Devops Engineer,-
OpenAI,Software Engineer SAN FRANCISCOMEMBER OF TECHNICAL STAFFFULL-TIME,-
Affirm,Director - Data Infrastructure Engineering,3 reviews
Sapling,Senior Data Engineer,-
SAP,Senior Hadoop Engineer/Administrator,"1,598 reviews"
"Guidewire Software, Inc.","Software Engineer in Test @ Cyence - San Mateo, CA",26 reviews
Facebook,"Postdoctoral Research Scientist, Computer Vision (PhD University Grad)",344 reviews
Deloitte,"Technical Architect, Google Cloud","6,693 reviews"
Counsyl,"Software Engineer, Bioinformatics",2 reviews
Accenture,SAP Analytics Consultant,"13,886 reviews"
Uber,"Sr Staff Engineer, Customer Obsession",479 reviews
FuelX,"Director, Performance Analytics & Engineering",-
Accenture,Applied Intelligence Delivery Manager,"13,886 reviews"
Lattice Engines,Lead/Principal Engineer,6 reviews
Proteus Digital Health,Senior Data Scientist-Ingestible Sensor,14 reviews
Glocomms,Data Scientist,-
"Grammarly, Inc.","Software Engineer, Front-End (Browser Extensions)",-
TEECOM,Market Sector Sales Leader,3 reviews
Accenture,Data Science Senior Analyst,"13,886 reviews"
Uber,Manager - Developer Platform Data Science,479 reviews
Goldman Sachs,CCBD Technology - Marcus - Back-End Developer,"1,116 reviews"
Threadloom,Software Engineer,-
Autodesk,Principal Software Engineer,307 reviews
Levi Strauss & Co.,"Senior Product Manager, Personalization","1,778 reviews"
Quantcast,Senior Account Executive,12 reviews
Uber,"Sr Product Manager - Maps - Sensing, Inferencing, and Research",479 reviews
Uber,Sr Staff Engineer - Marketplace,479 reviews
Quantcast,Senior Privacy Counsel,12 reviews
eBay Inc.,Sr. Data Science Manager,"1,395 reviews"
C3 IoT,Alliance Director - Amazon Web Services (AWS),-
Omada Health,Senior Data Engineer,5 reviews
drawbridge,Enterprise Account Director,3 reviews
Salesforce,Software Development Engineer (ALL LEVELS) - Distributed Systems Security,363 reviews
Redfish Technology - High Tech Executive Recruiter...,Senior Data Engineer Machine Learning / Speech Analytics / NLU,-
Autodesk,"Senior Principal Architect, Big Data",307 reviews
Goldman Sachs,Engineering - Consumer and Commercial Banking Division - Back-End Developer - Associate - San Francisco,"1,116 reviews"
Salesforce,Senior/Staff/Lead Technical Writer,363 reviews
Johnson & Johnson Family of Companies,"Senior Product Manager, Health Tech","3,228 reviews"
Salesforce,"Director of Product Management, Search",363 reviews
Qualys,Senior Data Scientist,13 reviews
Lattice Engines,Senior Data Scientist,6 reviews
Shippo,Senior Data Engineer,-
Lastline,Software Engineer - Data Engineer,2 reviews
Harnham,Director of Analytics,-
Quantcast,Product Marketing Manager,12 reviews
drawbridge,Sales Engineer,3 reviews
Dolby,Sr. SAP BPC Architect,65 reviews
Cloudera,"Sr. Director, Corporate Communications",10 reviews
Upstart,Compliance Manager - Consumer lending,5 reviews
JP Morgan Chase,Java Software Engineer - Robotics Framework,"19,910 reviews"
Coinbase,Engineering Manager - Systems Infrastructure,3 reviews
Credit Suisse,Credit Suisse Labs Member of the Technical Staff - Functional Programming or Platform Engineering Specializations,"1,164 reviews"
Twitter,Software Engineer- Data Enterprise Solutions,55 reviews
Adobe,"Sr. Software Engineer, Adobe Innovation",439 reviews
AppDynamics,Sr Data Engineer,14 reviews
Moogsoft,Product Marketing Manager,-
Moogsoft,Product Marketing Manager,-
Coinbase,Senior Backend Engineer - Identity,3 reviews
Jobspring Partners,Chief Data Scientist,26 reviews
Everlaw,Software Engineer,-
Wells Fargo,Data Scientist / Analytic Consultant 4,"27,026 reviews"
Upstart,Talent Acquisition Partner - Senior Talent Acquistion Specialist,5 reviews
Goldman Sachs,Engineering - CCBD Technology - Quality Assurance Marcus - Vice President - San Francisco,"1,116 reviews"
Accenture,Accenture Security Analyst - West Coast,"13,886 reviews"
Cruise Automation,DevOps Engineer,17 reviews
Xylem,Senior QA Engineer,248 reviews
LeapYear,Software Engineer - Platform,-
Credit Karma,"Senior Data Scientist, Engineering",6 reviews
Capital One,Cloud Software Engineer,"6,097 reviews"
Quantcast,"Systems Engineer, Developer Tools",12 reviews
FuelX,DevOps Engineer,-
Credit Karma,"Senior Manager, Partner Science",6 reviews
Progress,DevOps Engineer,60 reviews
University of California Berkeley,"Senior Development Director , Simons Institute",239 reviews
Xwing,Senior Computer Vision / AI Research Engineer,-
Coinbase,Software Engineer - Data Platform,3 reviews
RiskIQ,Senior Backend Developer,4 reviews
Walmart eCommerce,"Senior Manager, Campaign Measurement","143,132 reviews"
BioMarin Pharmaceutical Inc.,"Associate Director / Sr. Scientist, Computational Biologist – BioInfomatics",62 reviews
Quantcast,"Senior Manager, Compensation",12 reviews
Ipsy,"Software Engineer, Big Data",3 reviews
Castlight Health,Senior Data Scientist,6 reviews
Genentech,"Postdoctoral Research Fellow, Genomics and Bioinformatics, Manning lab, Genentech Research",659 reviews
Zumper,Senior Backend Python Engineer,-
Moogsoft,Senior UI Developer,-
Mastech Digital,Data Scientist,41 reviews
StubHub,Sr. Data Science Manager,123 reviews
Goldman Sachs,CCBD Technology - DevOps – Production Engineer,"1,116 reviews"
Oracle,"Healthcare Industry Marketing Specialist, Global Industry Solutions Group","3,952 reviews"
"Zendrive, Inc.",Senior Solutions Engineer,-
Kinsa Inc.,Senior Data Engineer,-
Redfish Technology - High Tech Executive Recruiter...,Senior Frontend Engineer Machine Learning / Speech Analytics / NLU,-
Paxata,Outbound Sales Development Representative,2 reviews
Hitachi Vantara,Senior Full Stack Engineer - IoT,29 reviews
Accenture,Data Science Consultant,"13,886 reviews"
Accenture,Liquid Studios - Artificial Intelligence Engineer,"13,886 reviews"
Glassdoor,"Lead Data Scientist, Decision Science",23 reviews
Absolutdata,Western Regional Sales Manager,7 reviews
Uber,Sr Product Manager - Customer Obsession - ContactLESS,479 reviews
Glassdoor,Lead Data Engineer,23 reviews
Genpact,"AVP Risk Management, Hi-Tech West Coast","3,312 reviews"
Glassdoor,"Senior Data Scientist, Decision Science",23 reviews
SAP,IT Technology Senior Consultant,"1,598 reviews"
Genentech,Sr. Solutions/Data Architect-IT,659 reviews
Avast CZ,"Software Engineer, Backend - Location Labs",-
Coupa Software,"Director, Product Management",4 reviews
