company,job,number_of_evaluations
Datatech Analytics,Freelance Junior Data Scientist,-
AlixPartners,Systems Engineer – Data Analytics (Azure) London,26 reviews
Harnham,DATA SCIENTIST - PERSONALISATION,-
Reqiva,DATA SCIENTIST,-
InHealth,Audiologist,52 reviews
Futureheads Recruitment,Junior Data Analyst/Scientist,-
Cogs Agency,Data Scientist,5 reviews
Clarivate Analytics,Senior Data Architect,27 reviews
Swarovski,SUSTAINABILITY MANAGER,480 reviews
Immediate Media Co London Ltd,Apprentice Data Analyst,-
Tableau,Sales Consultant,40 reviews
Axioma Inc.,"Financial Market Data, Analyst (London)",-
Amazon.com,VR/AR Prototyping Architect,"24,701 reviews"
Harnham,SENIOR DATA SCIENTIST,-
Cogniance,Design Strategist,2 reviews
Publicis Healthcare Communications Group,Medical Writer - Real Science and Publicis Resolute,20 reviews
Groupon,Junior Business Analyst,615 reviews
Asos.com,Data Scientist/Senior Data Scientist - Supply Chain Optimisation,223 reviews
Harnham,DATA SCIENCE MANAGER - OPTIMISATION,-
KPMG UK,Data Analytics Manager - Aerospace and Defence - Corporates Consulting,"4,383 reviews"
GSMA,"Data Analyst, Mobile Money",24 reviews
Aspirecom Contracts Ltd,Science Graduate,-
Teradata,Learning Consultant,129 reviews
UCB,Safety Writing Scientist,201 reviews
Balfour Beatty,Level 1 Maintenance Operative,668 reviews
Informa,Quantitative Analyst - EPFR,129 reviews
Harnham,DATA SCIENCE MANAGER,-
Goldman Sachs,"Securities, Core Quant Strats, Associate/VP","1,116 reviews"
Amazon.com,Software Development Engineer - Various Locations,"24,701 reviews"
BGL Group,Associate Director - Data Insights,71 reviews
Vodafone,Big Data QA Engineer,"3,271 reviews"
Travelers,"VP, Innovation Advisor","1,282 reviews"
Barclays,Machine Learning Engineer,"3,971 reviews"
Farfetch,Lead Data Scientist – Customer Marketing,-
Medpace,Clinical Research Associate,52 reviews
KPMG UK,Sector Executive - Life Sciences,"4,383 reviews"
NELFT NHS Foundation Trust,Psychological Wellbeing Practitioner(Qualified),2 reviews
Deloitte,Analytics – Data Visualisation (London) Consultant/Senior Consultant,"6,694 reviews"
Bloomberg,Fixed Income Data Analyst – Polish Speaker,629 reviews
Cognizant,FORESIGHT STRATEGIST (LONDON),"9,959 reviews"
SKIM,Market Research Analyst,-
BP,Market Intelligence Analyst,"2,312 reviews"
BNP Paribas,Forensic Lead,"2,123 reviews"
in2scienceUK,Student Programme Coordinator,-
Publicis Media,Lead / Senior Data Scientist,12 reviews
BAE Systems Applied Intelligence,Performance Tester,45 reviews
The Boston Consulting Group,Analyst (Fintech) - Expand Research,182 reviews
Harnham,DATA SCIENTIST - NLP,-
Reqiva,DATA SCIENTIST NLP,-
Twitter,Magic Pony,55 reviews
Facebook,Data Platform Engineer,344 reviews
Cubic Corporation,1 Year Intern - Innovation Centre,353 reviews
Asos.com,Business Analyst - Data Services,223 reviews
IBM,User Experience Researcher,"21,725 reviews"
inScience Communications,Medical Information Specialist,-
Aspire,Decision Science Analysts,-
Cloud Direct,Junior Network Engineer,-
Harnham,TECHNICAL CONSULTANT - DATA SCIENCE,-
Ashdown Group,Junior Data Analyst,-
Nicholson Glover Consulting,Data Science Consultant / Market Research Agency / Central London / Up to £30k / CB897384,-
Optegra,Bank Optom,3 reviews
Talentpoint Jobs,Data Scientist,-
Google,"Solutions Architect, Google Cloud","2,392 reviews"
TFPL Recruitment,Research Data Support Officer,-
Sue Hill Recruitment & Services Ltd,Research Data Support Officer,-
Sapient,Capacity Partner EMEA,261 reviews
Hitachi Vantara,Senior Big Data Analyst,29 reviews
PA Consulting Group,Bonus Analyst,45 reviews
dunnhumby,Junior Business Analyst - Product,31 reviews
Elevate Platform Limited,Data Analyst,-
Opus Energy Limited,Head of Smart Innovation,31 reviews
Wood,Assistant Consultant - Contaminated Land / Geoenvironmental,820 reviews
Moriati,Audience Data Analyst - £30k,-
Cerner Corporation,Clinical Terminologist,951 reviews
Salt Recruitment,Data Engineer,2 reviews
Barclays,Senior Data Engineer,"3,971 reviews"
ShareForce,Senior Analytics Consultant - data science,-
The Engage Partnership,Data Scientist,-
EY,Forensic Data Analytics Senior - London,"5,232 reviews"
McKinsey & Company,Senior Data Scientist - Risk Management,361 reviews
Marsh,"Business Intelligence Developer - London, Bristol or Chelmsford",176 reviews
Woolf Group,Data Scientist,-
Blue Pelican,Lead Data Scientist,-
The IET,Investigative journalist,-
AlphaSights,Senior Data Analyst,12 reviews
Buro Happold,Waste Management/Environment Consultant,9 reviews
BuroHappold Engineering,Waste Management/Environment Consultant,8 reviews
IQVIA,Statistical Programmer,95 reviews
BNY Mellon,"Newton, Junior analyst - Desktop Analyst","3,180 reviews"
GlaxoSmithKline,Digital / Data Technical Lead,"2,939 reviews"
Vertus Partners,Data Scientist - Machine Learning / Python - Banking,-
Gilead,Clinical Trials Specialist,237 reviews
University College London,JDI Research Laboratory Supervisor,111 reviews
Shell,Program Lead - Aviation,"4,964 reviews"
Hvivo,Clinical Trials Support Specialist (Bank),3 reviews
McLaren,Software Engineer,56 reviews
Schibsted Media Group,Senior Data Engineer,-
UBS,Software Engineer (Data & AI),"1,540 reviews"
dunnhumby,Learning Specialist,31 reviews
Chemistree,– London,-
Oho Group,Quant Researcher/Data Scientist,-
AI-Adam,"Senior Data Scientist - Statistics, Machine Learning, Python, SQL",-
University College London,Trial Coordinator,111 reviews
Expedia,Retail Analytics - Senior Analyst,591 reviews
Willis Towers Watson,Modelling Analyst (London),693 reviews
GlaxoSmithKline,Pharma Reporting & Consolidation Analyst,"2,939 reviews"
Government Statistical Service,Senior Statistician,-
Coca-Cola European Partners,Rewards Insights Specialist,"1,234 reviews"
PwC,London Top Tier - Customer Analytics,"5,524 reviews"
Datatech Analytics,Head of Data Science,-
Citi,Big Data Engineering Developer,"13,834 reviews"
JP Morgan Chase,"CIB QR - Quantitative Research, Equities - Associate/VP","19,910 reviews"
Wood,Environmental Policy / Economics Assistant Consultant,820 reviews
McLaren,Technical Resourcer/Researcher,56 reviews
Maple Syrup Media,Business Intelligence Developer,3 reviews
Soho Strategy,Engineering Intern,-
Harnham,SQL/R/PYTHON DATA SCIENTIST,-
Harnham,DATA SCIENTIST – BITCOIN – START-UP,-
Business,Developer,-
EY,Data Analytics - Executive - London,"5,232 reviews"
National Landlords Association,IT Systems Analyst,-
Oho Group,Python Data Scientist,-
McKinsey & Company,Data Engineer - Digital McKinsey,361 reviews
Warner Scott,Nuix Data Analyst – CONTRACT,-
University of London,Post-doctoral Researcher on Social Neuroscience & Visual Culture,15 reviews
Deerfoot,Artificial Intelligence Engineer / Data Scientist,-
PA Consulting Group,Consultant – Business Intelligence & Analytics,45 reviews
ISG plc,Technical Project Co-ordinator,25 reviews
SG CIB,Fixed-Income Trader Assistant Trainee,"1,400 reviews"
SQS Group,Junior Automation Test Consultant,3 reviews
JP Morgan Chase,"CIB QR - Quantitative Research, Systematic Trading - Automated Trading Strategies (ATS) – Associate","19,910 reviews"
Harnham,DATA SCIENTIST - BAYESIAN,-
Arup,Transport Planner - Data and Digital,67 reviews
University College London,Research Associate - Cognitive Chemical Manufacturing,111 reviews
dxw,User Researcher,-
Harnham,DATA SCIENTIST - BLOCKCHAIN STARTUP,-
AIG,Deep Learning Scientist,"2,546 reviews"
McKinsey & Company,Principal Data Scientist - Risk Management,361 reviews
Expedia,Acquisition Marketing Data Scientist (Hotels.com),591 reviews
PwC,Assurance - Data & Analytics Senior Associate,"5,524 reviews"
kdr Recruitment,Business Development Manager - Data Science,-
JP Morgan Chase,"CIB QR – Quantitative Research, Linear Rates & FX – Assoc/VP","19,910 reviews"
Imperial College London,Research Associate in Molecular and Cellular Proteomics,108 reviews
Celtra Inc.,Senior Research Scientist,-
Spring,Data Analyst- Graduate opportunity- London,31 reviews
Harnham,DATA SCIENCE LEAD - ADVANCED MACHINE LEARNING,-
AppZen,Presales Consultant,-
Babylon Health,Data Engineering Lead,-
State Street,Quantitative Analyst - Professional Development Programme 2018,"1,855 reviews"
IQVIA,"Database Administrator, DBA, TSEN",95 reviews
Monzo,Backend Engineer,-
BMI Research,Pharmaceutical News & Companies Analyst,4 reviews
Cancer Research UK,Corporate Partnerships Executive,937 reviews
City University London,Technical Analyst (Learning Analytics),19 reviews
PwC,Senior Data Engineer,"5,524 reviews"
Bouygues Energies & Services UK,Energy Analyst,-
Creative Personnel,Data Analyst,-
dunnhumby,Campaign Management Associate,31 reviews
Babylon Health,Tech Copywriter (3-6 months contract),-
Imperial College London,Research Excellent Framework (REF) Manager,108 reviews
onezeero,Data Scientist Hedge Fund,-
Coca-Cola European Partners Deutschland GmbH,Rewards Insights Specialist,6 reviews
National Physical Laboratory,Research Scientist – Dimensional Metrology/Instrumentation Development,12 reviews
dunnhumby,Junior Operations Manager,31 reviews
The Commonwealth,"Adviser, HR Projects",-
dunnhumby,Database Engineer,31 reviews
dunnhumby,Talent Acquisition Associate,31 reviews
Salt Recruitment,Data Analyst,2 reviews
Amazon.com,Blockchain Prototyping Architect/Developer,"24,701 reviews"
Alan Turing Institute,Data Skills Policy Manager,-
Hudson River Trading,Python Programmer - London,2 reviews
Cerner Corporation,Software Engineer,951 reviews
Gazprom Marketing & Trading,Quantitative Analyst,6 reviews
Deloitte,"Deloitte Global, Global Risk– Data Security Leader, London","6,694 reviews"
Uber,"Strategy & Planning Analyst, Uber Eats - London",480 reviews
CRU,"Analysts, Steel/Fertilizers/NCCM",51 reviews
Kline & Company,"Consultant, Management Consulting",-
Goldman Sachs,"Securities, FAST FICC, Associate, London","1,116 reviews"
Vanquis Bank,SAS Administrator,71 reviews
WorleyParsons,CAD Operator,"1,338 reviews"
Jacobs,Traffic Modeller,"2,299 reviews"
ALSTOM,Apprentice Rail Engineering Technician 1,"1,923 reviews"
BSW Heating,Application Developer,8 reviews
RBC,Graduate Equity Derivatives Quantitative Developer - Internship 2018,"2,702 reviews"
Cloudera,Associate Consultant - Computer Science Graduate,10 reviews
Captify Media,Performance Analyst,-
Paramount Recruitment,Data Scientist – Drug Discovery,-
BioMarin Pharmaceutical Inc.,Medical Writer,62 reviews
Lawrence Harvey,"Data Scientist - London - Up to £120,000!!",-
Expedia,"CONTRACT - Software Engineer (Java, Big Data, Machine Learning)",591 reviews
Inmarsat,Network Intelligence Engineer,28 reviews
King.com,Junior Programmatic Marketing Analyst,-
ProClinical Limited,Clinical Research Associate,-
CoSector - University of London,Data Analyst,-
Babylon Health,Senior Data Engineer,-
Allianz Global Assistance,Permanent,61 reviews
Apple,Web UI/Data Presentation Engineer - AMP Data Engineering,"5,529 reviews"
WorleyParsons,CAD Operator (Junior),"1,338 reviews"
Datatech Analytics,Data Scientist - Revenue Optimisation,-
AIG Philippines Inc.,UX/Product Designer - AIG Science,-
"Advisory, Conciliation and Arbitration Service",Grade 9: User Research,-
Avanti Recruitment Ltd,Data Consultant,-
AIG Philippines Inc.,Statistical Machine Learning Scientist,-
Expedia,Product Manager for Data Products,591 reviews
King's College London,Research Midwife,51 reviews
DXC,Principal Offering Sales Big Data,"1,377 reviews"
Aspire,"Data Scientist - Python, R, Scala, Java etc...",-
Intercontinental Exchange,Risk Oversight Analyst,56 reviews
Hitachi Consulting UK Limited,Business Intelligence and Analytics Strategy Consultant,159 reviews
Icon plc,CRA II,236 reviews
Public Health England,Senior Scientist,38 reviews
Lonza,Process Transfer Lead Scientist - MSAT,-
Plentific,Backend Engineer (Python),-
Mavenlink,Technical Consultant,3 reviews
Hitachi Vantara,Sales Support Intern,29 reviews
AIG,UX/Product Designer - AIG Science,"2,546 reviews"
Royal Marsden NHS Foundation Trust,Learning and Development Co-ordinator: Learning Management Systems,4 reviews
Imperial College London,Research Associate in Hybrid Solar Cells,108 reviews
Peakon,Vice President of Customer Success,-
JPA Health Communications,Junior Account Executive,-
BAE Systems Applied Intelligence,2018 Graduate Consultant UK,45 reviews
Harnham,DATA SCIENTIST (DEEP LEARNING),-
Aspire,"Decision Science Analysts - SAS, SQL or R",-
Urban Outfitters Europe,UO - HR Internship - Students Only - Year Long Placement - July 2018 Start,"1,247 reviews"
Cogs Agency,Head of Behavioural Science,5 reviews
Jacobs,Transport Planner (Part-time),"2,299 reviews"
UCB,"Medical Sience Liaisonn, Immunology - London",201 reviews
thetrainline,HTML5 Creative Developer,-
PwC,"London Top Tier Manager, Customer Analytics Data Scientist","5,524 reviews"
Inspiring Interns,Data Analyst,4 reviews
Bud,Recruiter,4 reviews
Datatech Analytics,Decision Science Analyst,-
EY,Forensic Data Analytics Manager - London,"5,232 reviews"
Kite Pharma,Clinical Trials Specialist,8 reviews
Asos.com,UX Architect,223 reviews
McLaren,Software Engineer Placement 2018,56 reviews
Health Services Laboratories LLP,Associate Practitioner,-
Lonza,Senior Scientist,-
Harrington Starr,Data Scientist - FinTech,-
onezeero,Data Science Recruitment Consultant - £35 -£50k + commissions,-
Adobe,"Consultant, AEM",439 reviews
Expedia,Online Marketing Analyst,591 reviews
DHL Supply Chain UK,Quality Assurance Officer,"11,542 reviews"
PredictX,"Backend Engineer - Java, Big Data - London",-
Nucleus Holdings,Patient Engagement Coordinator,-
McLaren,Simulation Engineer,56 reviews
Roche,Clinical Programmer,"1,541 reviews"
Ashdown Group,Data Analyst,-
Client Server,Machine Learning Researcher AI - Start-up,2 reviews
AVL,Vehicle Simulation Intern,17 reviews
Aspire,Data Analyst,3 reviews
Elsevier,Senior Data Engineer,469 reviews
Avanade,Big Data Architect,185 reviews
Ashdown Group,Graduate Data Analyst,-
Durlston Partners,Python Engineer,-
Dassault Systèmes,"Solution Consultant, EXALEAD",175 reviews
CoStar Group,UI Developer,204 reviews
Datatech Analytics,Manager Data Science and Analytics,-
Evidera,Senior Research Scientist/Leader - Modeling & Simulation - London or Remote,8 reviews
Clinical Professionals,Science Writer,3 reviews
Google,"Software Engineering Intern, PhD 2018","2,392 reviews"
IDEX Consulting,Associate | IT/Data Protection,2 reviews
AlixPartners,Data Analytics Consultant (Forensic/Litigation),26 reviews
UCB S.A.,"Medical Sience Liaisonn, Immunology - London",201 reviews
Client Server,Product Owner Data Science - Trading,2 reviews
"OSI Systems, Inc.",C++ Software Development / R&D - Undergraduate Summer Placement,-
PwC,Assurance - Data & Analytics Senior Associate - AWM – London,"5,524 reviews"
moneysupermarket.com,Senior Data Engineer,6 reviews
Babylon Health,Research Engineer,-
Jacobs,Transport Planner,"2,299 reviews"
PERFORM Group,Junior BI Analyst – Tableau (UK 1706),31 reviews
Petrofac,Head of Global ERP,184 reviews
IMS Health,Senior Data Scientist & Machine Learning Manager,"1,015 reviews"
Michael Page UK,Senior Data Scientist,32 reviews
Middlesex University London,"Pro Vice-Chancellor & Executive Dean, Faculty of Science and Technology",6 reviews
The Institute of Cancer Research,Genomics Statistician/Analyst,6 reviews
Regeneron,Office Manager,133 reviews
Cognizant,Linux Redhat Admin,"9,959 reviews"
BNY Mellon,"Newton, BI Analyst","3,180 reviews"
Balfour Beatty,Level 3 Lighting Operative (Electrical),668 reviews
Merkle One,Senior Data Engineer,-
Just Eat,DevOps Data Engineer,96 reviews
Goldman Sachs,Platform - Data Product Engineer - London,"1,116 reviews"
National Physical Laboratory,Higher Research Scientist – Medical Ultrasound,12 reviews
Lonza,Technologist 2,-
Harnham,SENIOR MANAGER: DATA SCIENCE – CANARY WHARF,-
University College London,Database Programmer / Systems Analyst,111 reviews
Bloomberg,CIS Feeds Specialist,629 reviews
The Coca-Cola Company,QSE Manager,"7,097 reviews"
Mondelez International,Consumer Insights Analyst Europe Biscuits - Northern Europe & Europe Platform,"2,149 reviews"
Resource Flow,"Data Scientist, Machine Learning, AML, KYC, Financial Services",-
Merck KGaA,Protein Detection Sales Specialist(Southern UK),50 reviews
Morgan McKinley,Data Engineer,19 reviews
moneysupermarket.com,Senior Customer Scientist,6 reviews
Premier Group Recruitment,Data Scientist (Machine Learning/Neural Networking),51 reviews
Harnham,SENIOR DATA SCIENTIST - FRAUD DETECTION,-
Ericsson,Graduate Network Engineer,"4,902 reviews"
IQVIA,"Data Integration Engineer, Central Tech Team",95 reviews
"Epiq Systems, Inc.",Evidence Handling Analyst,125 reviews
Major Players,DATA STREAMING ENGINEER (PYSPARK),2 reviews
UK Power Networks,"Engineer, Assets and Technology",47 reviews
Clarivate Analytics,Business Development Associate,27 reviews
Maxeler Technologies,Risk and Data Analytics Acceleration Architect,-
Goldman Sachs,Merchant Banking Engineering – Quantitative Financial Engineer - London,"1,116 reviews"
Propel London,Data Insights Analyst,-
McKinsey & Company,Principal Data Engineer - QuantumBlack,361 reviews
Imperial College London,Research Associate in the Chemistry of Ionic Liquids,108 reviews
University College London,PhD Studentship: Cosmoparticle,111 reviews
Government Digital Service,Head of Product,-
Royal Brompton and Harefield NHS Foundation Trust,Clinical Respiratory Physiologist,11 reviews
Google,"iOS Software Engineer, Mobile Applications","2,392 reviews"
Qualtrics,"Product Consultant, Employee Experience (EMEA)",14 reviews
Estee Lauder,"Regional UK/EMEA/TR GIRS Lead, IT","1,344 reviews"
McLaren,Project Specification Administrator,56 reviews
Medidata Solutions,Software Engineer Intern - Summer 2018,30 reviews
Icon plc,Regulatory Affairs Specialist,236 reviews
Client Server,Data Scientist / Analyst (Senior) Python,2 reviews
Avanade,"Grp Mgr, Analytics",185 reviews
Avanade,"Mgr, Analytics",185 reviews
wa consultants,Data Scientist,-
Quintiles Commercial Germany GmbH,Medical Sales Representative - Respiratory,"1,015 reviews"
Babylon Health,UX Researcher,-
Barclays,HTML5 AWS Developer (VP),"3,971 reviews"
Be Applied,Head of Growth,-
Kingston University,Senior Student and Programme Administrator,72 reviews
AIG,Statistical Machine Learning Scientist,"2,546 reviews"
Badoo,Payments Analyst,6 reviews
IQVIA,"Tester, CODE UK",95 reviews
Zoopla Property Group,BI Developer,3 reviews
MSD,Medical Scientific Liaison,500 reviews
Farfetch,Commercial Analyst,-
Astex Pharmaceuticals,"Postdoctoral Research Associate, Sustaining Innovation",3 reviews
Vanquis Bank,Customer Exposure Manager,71 reviews
Clarivate Analytics,Partnerships & Channels Manager,27 reviews
Mercedes-AMG GmbH,Graduate Software Engineer,-
KPMG UK,Outsystems Developer,"4,383 reviews"
Harnham,MACHINE LEARNING DATA SCIENTIST,-
OSIsoft,Sales Support Analyst,17 reviews
Birkbeck University of London,Web Developer/Researcher: Mapping Museums Project,-
KPMG UK,Experience Designer,"4,383 reviews"
Maplecroft,Analyst/Senior Analyst – West Africa,2 reviews
Zuora,BUSINESS TECHNOLOGY - STRATEGY INTERN,10 reviews
Deloitte,"Deloitte, Consulting, Systems Integration (SI), Robotics & Cognitive Automation (RPA) – Developer – Consultant, London","6,694 reviews"
Publicis Healthcare Communications Group,Medical Writer - Publicis LifeBrands,20 reviews
Sony Corporation Of America,Cybersecurity Specialist,"2,782 reviews"
j2 Global,Senior Business Intelligence Developer,36 reviews
dunnhumby,Media Planner,31 reviews
Bright Purple Resourcing,Data Scientist - Client Facing,-
Palantir Technologies,Deployment Strategist,14 reviews
Swanson Reed,Technical Writer/Editor,-
ENGIE,Multiskilled Shift Engineer,665 reviews
Michael Page UK,Data Scientist (Fintech) (Insurance Experience),32 reviews
Charles River Laboratories,"Senior Scientist, Pharmaceutics",259 reviews
Durlston Partners,Python Developer,-
QA Apprenticeships,IT Data Analyst Apprentice,5 reviews
Taboola,Solution Manager - EMEA,3 reviews
Google,"Technical Specialist, Ads, Professional Services","2,392 reviews"
IQVIA,PMO TSEN,95 reviews
Microsoft,Software Engineer - Office Intelligence,"4,486 reviews"
Harnham,SENIOR DATA SCIENTIST - HEDGEFUND,-
ThoughtWorks,Lead Data Engineer,59 reviews
Aspire,Lead Data Scientist,-
SQS Group,Graduate QA Consultant,3 reviews
Cogniance,Technology Strategist,2 reviews
PwC,Senior Associate,"5,524 reviews"
Harnham,DATA SCIENTIST – REAL-TIME SYSTEMS,-
HSBC,VAM Portfolio Lead,"9,939 reviews"
Harnham,DATA SCIENTIST – GLOBAL COMPANY,-
University College London,Research Associate/Senior Research Associate - Computer-assisted Interventions,111 reviews
University College London,Research Associate in the Development of Catalytic Components for Depollution of Air,111 reviews
Desktop Genetics,Biocoder,-
IHS Markit,SQL Server Database Administrator,210 reviews
UCB S.A.,Safety Writing Scientist,201 reviews
"RetailMeNot, Inc.",Senior Data Engineer,13 reviews
Lightsource Renewable Energy,Market Analyst,6 reviews
Animal and Plant Health Agency,Veterinarian Specialist,12 reviews
Expedia,SEM Manager,591 reviews
Soma Analytics,DevOps Intern,-
Argus Media,AI/AM Lead,17 reviews
PPD,Clinical Project Assistant (CTA) - West London,408 reviews
KPMG UK,Graduate Programme 2018 - Audit ACA - Intensive,"4,383 reviews"
Harnham,PREDICTIVE DATA ANALYST,-
IQVIA,Associate Principal,95 reviews
AIG Philippines Inc.,Scrum Master / Project Manager - AIG Science,-
"Nomura Holdings, Inc.",Fingal IT Quantitative Developer,372 reviews
Dixons Carphone,Insight Analyst (Graduate/Entry Level),410 reviews
Reqiva,DATA ENGINEER SPARK STREAMING,-
UCB,Senior Scientist - Bone (Histomorphometry),201 reviews
PwC,Data & Analytics - Senior Manager,"5,524 reviews"
Major Players,Data Engineer,2 reviews
Pareto Law,Data Analyst,8 reviews
PA Consulting Group,User Experience Management Consultant,45 reviews
Cogs Agency,Data Analyst,5 reviews
G-Research,Executive Assistant,2 reviews
Cisco,Customer Support Engineer,"3,891 reviews"
Reqiva,DATA STREAMING ENGINEER,-
Expedia,"Business Analyst, Marketing Sciences",591 reviews
BRITISH SKY BROADCASTING GROUP,Insight Controller NOW TV,98 reviews
GlaxoSmithKline,IT Business Analyst,"2,939 reviews"
State Street,Engineer,"1,855 reviews"
EDF Trading,Front Office Risk Analyst,"1,124 reviews"
Durlston Partners,Graduate Junior Developer,-
NaturalMotion,Principal Programmer - CSR2,3 reviews
Huntress,Data Engineer - London - ASAP,22 reviews
NaturalMotion,Server Engineer - CSR2,3 reviews
Client Server,Python Developer Data - Hedge Fund,2 reviews
Sainsburys,Technical Business Analyst,"6,330 reviews"
Certes,Business Intelligence Data Modeler | London or Havant,-
Neustar,Econometrician - (Marketing Scientist),41 reviews
Harrington Starr,Junior C# Market Data Developer - London – Hedge Fund,-
PwC,Data & Analytics - Assurance - Manager,"5,524 reviews"
Truphone,BI Developer/Analyst,22 reviews
Pacific Investment Management Company LLC,Junior Business Analyst - STP (AdC),58 reviews
Babylon Health,Clinical AI Fellowship,-
National Physical Laboratory,Higher Research Scientist - Super Resolution Microscopy,12 reviews
Framestore,Film - Graphics R&D Software Developer,14 reviews
TIBCO Software,Support Engineer,29 reviews
Smarkets,Software Engineer,-
University College London Hospitals NHS Foundation...,Specialist Clinical Coding Liaison Officer,4 reviews
Roche,Data Architect / Data Modeler,"1,541 reviews"
Emerald Group,Actuarial Data Analyst,-
Alzheimers Volunteer,Helpline - Join Dementia Research Volunteer,-
Expedia,"Business Analyst, Retail Analytics",591 reviews
Clarivate Analytics,"Global Practice Leader, Discovery & Translational Sciences",27 reviews
Richmond Pharmacology,Japanese speaking Clinical Trials Assistant,6 reviews
Blue Pelican,Senior Data Scientist,-
King.com,"Project Manager, Global Events",-
Bloomberg,Automated Language Processing & Classification Analyst - Italian,629 reviews
S&P Global Ratings,Sales Operations Representative,590 reviews
Google,"Sales Engineer, Apigee","2,392 reviews"
Public Health England,Administrative Assistant,38 reviews
Balfour Beatty,Project Control Manager,668 reviews
ShareForce,Senior Data Scientist,-
HarperCollins,Software Engineer,117 reviews
Pontoon,Data Scientist (Python / Spark / SQL),89 reviews
Lonza,PMO Officer,-
Client Server,Data Engineer Scala Spark Hadoop,2 reviews
Goldman Sachs,Operations Engineering - PEP Slang Developer Reg Reporting - London,"1,116 reviews"
BCG Digital Ventures,Chief Technology Officer (CTO) - Tracr,4 reviews
dunnhumby,CRM Administrator,31 reviews
Harnham,ANALYTICS CONSULTANT - DATA SCIENTIST,-
XR Trading LLC,Experienced Quantitative Trader - London,4 reviews
Farfetch,Analyst,-
King.com,Senior Data Warehouse Engineer,-
Deloitte,"Deloitte, Cyber, Information Protection, Consultant to Manager, London","6,694 reviews"
