company,job,number_of_evaluations
Bank of England,Senior Data Analytics Engineer,68 reviews
Expedia,Product Manager for Data Products,591 reviews
G-Research,Machine Learning Researcher,2 reviews
Mudano,Delivery Managers,-
Prostate Cancer UK,Knowledge Manager,2 reviews
White & Case,Associate - International Arbitration,25 reviews
Salt Recruitment,VP of Data Science – Consulting,2 reviews
Burns Sheehan,Junior Data Engineer,-
Adobe,Trainee Technical Consultant,439 reviews
Merkle One,Database Engineer,-
KPMG UK,Cashier - Restructuring,"4,383 reviews"
KPMG UK,KPMG UK Data Protection Officer (Director),"4,383 reviews"
Chosen AI,Data Scientist,-
Client Server,Big Data Developer - Finance Software,2 reviews
Harnham,HEAD OF BIG DATA TECHNOLOGY,-
Aspire,Data Strategist,3 reviews
Datatech Analytics,Lead Big Data Analyst,-
Linux Recruit,Java/Big Data Engineer,-
Agile Recruitment Ltd,Data Analyst,-
PwC,"People Analytics & Insights, Senior Associate, London","5,524 reviews"
Major Players,Data Engineer,2 reviews
SITA UK Ltd,Logistics Planner,22 reviews
KPMG UK,Operations Analyst,"4,383 reviews"
Apple,iCloud - Software Engineer (Objective-C),"5,529 reviews"
GSMA,"Insights Analyst, Connected Women",24 reviews
KPMG UK,Risk and Regulatory Data Analyst - Forensic Data Analytics,"4,383 reviews"
Mudano,Solution Architects,-
EDF Energy Plc,Volume Forecasting Analyst,"1,124 reviews"
Bechtel,Proposal Administrator,"2,075 reviews"
Salt Recruitment,Data Analyst,2 reviews
Aardvark Swift,"Game Data Analyst - London, UK",-
Egress Software Technologies,Online Sales Executive,-
Nicoll Curtin Limited,Java Hadoop Scala Big Data Developer,-
LexisNexis,Strategy Associate,715 reviews
Vitality,Digital Analyst,34 reviews
Ramboll Group,Business Intelligence Analyst,2 reviews
Rambøll,Business Intelligence Analyst,-
PwC,"Successfactors, Consultant","5,524 reviews"
CGI,Business Analyst,"1,659 reviews"
A.S. Watson Group,Conversion Rate Analyst,26 reviews
Credit Suisse,"Global Markets (Equities) AES Quantitative Analyst, ANL/ASO, London,","1,164 reviews"
Bank of England,Data Analytics & Modelling Team Leader,68 reviews
HSBC,Senior Business Analyst,"9,939 reviews"
Palantir Technologies,Business Operations and Strategy,14 reviews
Harnham,DATA ENGINEER,-
Unilever,Global Senior Digital Data Manager,"5,128 reviews"
HSBC,"Senior Data Engineer, Assistant Manager GRA RC","9,939 reviews"
BNY Mellon,EMEA Head of Innovation Centre,"3,180 reviews"
Barclays,VP of Intelligence Integration,"3,971 reviews"
BP,Counterparty Due Diligence Specialist - Shipping,"2,312 reviews"
Barclays,SQL Developer,"3,971 reviews"
Deerfoot,Artificial Intelligence Engineer / Data Scientist,-
KPMG UK,Robotics Engineer (Blue Prism SME),"4,383 reviews"
Goldman Sachs,Operations Engineering - Executive Assistant - London,"1,116 reviews"
Blue Pelican,DATA DIRECTOR,-
Direct Line Group,Senior Data Engineer,316 reviews
McLaren,Simulation Engineer,56 reviews
Funding Circle UK,Senior Data Engineer,-
Michael Page UK,Data Modeller,32 reviews
JP Morgan Chase,Python Software Engineer - Equities Risk & Structuring,"19,910 reviews"
AI-Adam,Senior Data Scientist,-
PA Consulting Group,Consultant – Business Intelligence & Analytics,45 reviews
Tesco,Business Intelligence Analyst,"11,678 reviews"
Apple,Germany & Central DF&A Manager,"5,529 reviews"
Teradata,Learning Consultant,129 reviews
BT,Platform Transformation: Security/Software Engineer – Big Data Specialist,"1,839 reviews"
Asos.com,BI Solution Architect,223 reviews
State Street,Quantitative Analyst - Professional Development Programme 2018,"1,855 reviews"
Goldman Sachs,"Securities, FAST FICC, Associate, London","1,116 reviews"
KPMG UK,Data Analytics Manager - Aerospace and Defence - Corporates Consulting,"4,383 reviews"
ThoughtWorks,Lead Data Engineer,59 reviews
PwC,Assurance - Data & Analytics Senior Associate - AWM – London,"5,524 reviews"
KPMG UK,Senior Data Executive,"4,383 reviews"
Lloyds Banking Group,Quantitative Research Director,"1,260 reviews"
KPMG UK,Graduate Programme 2018 - Audit ACA / CA - Empowered,"4,383 reviews"
BNY Mellon,"Newton, Junior analyst - Desktop Analyst","3,180 reviews"
Ensono,Machine Learning Analyst,14 reviews
Nigel Frank International Limited,Data Engineer,41 reviews
CitySprint,Customer Service Agent,79 reviews
KPMG UK,Legal Adviser,"4,383 reviews"
Linux Recruit,Principal Big Data Engineer,-
Oracle,Integrations Engineer,"3,952 reviews"
Martin and Conley,Big Data Senior Consultant,-
Food Standards Agency,Science Communication and Partnerships Lead,10 reviews
Reqiva,SENIOR PYTHON ENGINEER BIG DATA,-
SimilarWeb,Customer Growth Analyst,2 reviews
Babylon Health,BI Platform Administrator,-
AXA UK,Information Security Analyst,101 reviews
Tesco,Principal Data Scientist - Deep Learning,"11,678 reviews"
Set2Recruit Ltd.,Data Architect,-
King.com,Senior Data Warehouse Engineer,-
JP Morgan Chase,Python Software Engineer - FX - Front Office Athena,"19,910 reviews"
Ministry of Defence,DE&S Cost Control Engineer,385 reviews
BP,"Head of Talent Capability, Group Talent Centre of Excellence","2,312 reviews"
Linux Recruit,Big Data Development Lead,-
Merkle Inc.,Senior Analytical Consultant,131 reviews
Marcus Donald People,Data Analytics Developer,-
JP Morgan Chase,KDB Software Engineer - Associate,"19,910 reviews"
Bank of England,Procurement Analyst,68 reviews
Harnham,HEAD OF DATA,-
McLaren,Product Specialist,56 reviews
Client Server,C# Developer .Net Java - Big Data,2 reviews
Apple,iCloud - Software Engineer,"5,529 reviews"
Merkle Two,Test Engineer,-
Secret Intelligence Service,Software Engineering Specialists – Part Time,-
KPMG UK,Analysts - Credit Modelling (IFRS9),"4,383 reviews"
Marcus Donald People,Data Analyst/ BI Developer,-
Deloitte,"Deloitte, Consultant, Information Architecture, Analytics and Information Management, Technology, Consulting, London","6,694 reviews"
Harnham,JAVA DEVELOPER - BIG DATA / AWS,-
BP,Market Intelligence Analyst,"2,312 reviews"
EY,Data Analytics: RPA WAM; Senior Consultant,"5,232 reviews"
G-Research,Security Data Engineer,2 reviews
Google,"Associate Commercial Counsel, Waze","2,392 reviews"
American Express,"Analyst, GCS International Loyalty","5,500 reviews"
BBC,Developer in Test (Automation),356 reviews
G-Research,Lead Data Scientist - Data Intelligence,2 reviews
JP Morgan Chase,Front End Software Engineer - Equities,"19,910 reviews"
Government Digital Service,Head of Product,-
JP Morgan Chase,Python Software Engineer - Equities Athena,"19,910 reviews"
Pension Protection Fund (PPF),Commercial Apprentice (Level 4),-
Farfetch,Senior Software Engineer - Data Science & Big Data,-
Ocado,Junior OSP CFC Wireless Infrastructure Engineer,369 reviews
KPMG UK,Modelling Associate - Financial Services,"4,383 reviews"
thetrainline,HTML5 Creative Developer,-
JP Morgan Chase,Python Software Engineer - Athena Business Strats,"19,910 reviews"
kdr Recruitment,"Lead Big Data Engineer - Spark, Kafka",-
Department of Health and Social Care,Senior Pharmacist - Pharmacy Reimbursement Projects,-
UBS,TOC BAS IB - Production support,"1,540 reviews"
Deloitte,"Deloitte, Analytics & Information Management, Planning, Budgeting and Forecasting – Consultant, London","6,694 reviews"
PwC,Consulting - Tech,"5,524 reviews"
Mace,Assistant Business Analyst,77 reviews
Linux Recruit,Senior Big Data Engineer - Scala/Spark,-
Deloitte,"Deloitte, Consultant, Information Delivery, Analytics and Information Management, Technology, Consulting, London","6,694 reviews"
Willis Towers Watson,Commercial Lines Pricing Consultant,693 reviews
Smarkets,Software Engineer,-
G-Research,Contract Security Data Engineer,2 reviews
NaturalMotion,Junior Designer - CSR2,3 reviews
Ministry of Defence,Regional Customer Manager,385 reviews
Goldman Sachs,Quality Assurance Engineering - Data Governance - Data Modeller Expert - London,"1,116 reviews"
Client Server,Data Engineer Scala Spark Hadoop,2 reviews
EY,"AI/Machine Learning, Data Analytics, Manager- FS Advisory","5,232 reviews"
Lawrence Harvey,Senior Data Scientist,-
Tesco,Data Scientist (Supply Chain Transformation),"11,678 reviews"
CME Group,"Manager, Market Data Strategic Partnerships",140 reviews
Global Relay,Cyber Security Analyst,10 reviews
Farfetch,Senior Data Engineer - (Data Warehouse / Big Data),-
Aviva,Reward Analyst,825 reviews
Egencia,Senior Copywriter,30 reviews
Expedia,Industrial Placement: Analytics Intern (2018),591 reviews
Reqiva,DATA STREAMING ENGINEER,-
Huntress,Data Engineer - London - ASAP,22 reviews
Linux Recruit,Systems Administrator (Data Migration),-
Instinctif Partners,Quantitative Specialist (Level 2),4 reviews
Pearson,Scrum Master,"1,563 reviews"
"Department for Digital, Culture, Media and Sport",Head of Economics & Analysis - 3 posts,-
Which?,Senior Policy Adviser,2 reviews
Harnham,HEAD OF DATA AND BI - LONDON,-
JP Morgan Chase,"C# WPF Software Engineer, VP","19,910 reviews"
Morgan McKinley,Data Analyst,19 reviews
JP Morgan Chase,CIB Chief Data Office - Data Management Specialist - Associate,"19,910 reviews"
The Stars Group,Casino Analyst,-
BuzzFeed,Branded Video Editor,26 reviews
Brolly,Full-stack Engineer,-
PwC,Senior Associate,"5,524 reviews"
BlackRock,Quant Developer,311 reviews
Turner,Events Manager,378 reviews
Zoopla Property Group,Web Analyst - Mobiles,3 reviews
Linux Recruit,Big Data Developer (Java 8/Scala) - LDN - 6 Month - £650-£700pd,-
Visa,Learning and Development Consultant,591 reviews
BP,Digital Investigations Advisor,"2,312 reviews"
Google,Finance Manager,"2,392 reviews"
PwC,Data & Analytics - Senior Manager - London,"5,524 reviews"
Blue Pelican,Data Scientist,-
Visa,BI Service Specialist,591 reviews
IMS Health,Machine Learning Engineer,"1,015 reviews"
Linux Recruit,Technical Product Owner - Big Data Team,-
Harnham,DATA SCIENTIST - DISRUPTIVE START-UP,-
JP Morgan Chase,Equities Applied Trading Technology Engineer,"19,910 reviews"
PwC,Operations Consulting,"5,524 reviews"
Systems Technology (S.E.) Ltd,Industries,-
Nigel Frank International Limited,Linux Senior Engineer-Puppet / 'Big' data-Surrey-Up To GBP65k,41 reviews
Kambi Sports Solutions,Service Delivery Officer,3 reviews
McLaren,Software Engineer Placement 2018,56 reviews
Royal Marsden NHS Foundation Trust,BRC Informatics Programme Manager,4 reviews
PwC,Senior Associate - Workday,"5,524 reviews"
JP Morgan Chase,Java Software Engineer - Market Data Services - Associate,"19,910 reviews"
Aspire,Data Scientist - Banking - London,-
Jumar Solutions,Cloud Data Engineer,-
DXC,Position: 18953457 - CT Team member - UKI WMA10182,"1,377 reviews"
Lawrence Harvey,"Data Architect/Modeller - London - £95,000 + bonus + benefits!!",-
JP Morgan Chase,Web Software Engineer – Associate – London,"19,910 reviews"
KPMG UK,Records & Information Management (RIM) and Privacy - Assistant Manager,"4,383 reviews"
Sainsburys,Solution Architect,"6,330 reviews"
Monarch IT,Data Director,-
Datatech Analytics,Freelance Junior Data Scientist,-
North Highland,Senior Consultant - Data & Analytics,41 reviews
350.org,Global Digital Campaigner,4 reviews
Goldstar Chefs,Fryer,-
Talentpoint Jobs,Data Engineer,-
Rockit Recruitment,Lead Ruby on Rails Developer – Big Data Start-Up,-
JP Morgan Chase,Python Software Engineer - Rates Technology,"19,910 reviews"
Capgemini,"Head of Data Science - Financial Services, London","5,578 reviews"
KPMG UK,Assistant Manager - Data Architect - CIOA - TA - CO,"4,383 reviews"
Monzo,Web Engineer,-
Datatech Analytics,Data Scientist,-
Farfetch,Commercial Analyst,-
Vertus Partners,Data Scientist - Machine Learning / Python - Banking,-
Bosch,"Product Specialist, Batteries & Rotating Machines","3,226 reviews"
"RetailMeNot, Inc.",IT Support Engineer,13 reviews
Adobe,"Consultant, AEM",439 reviews
Mountain Warehouse,Head of Marketplaces,145 reviews
Capita IT Resourcing,Graduate Data Analyst,3 reviews
Deloitte,2018 BrightStart Higher Apprenticeship – Forensic Technology Software Development,"6,694 reviews"
Ipsos,Senior Data Scientist,321 reviews
New Look,Buyers Administration Assistant - Denim,"1,325 reviews"
New Look,Established Buyers Administration Assistant,"1,325 reviews"
Inspiring Interns,Graduate Scheme,4 reviews
MSD,Senior Data Solutions Lead Job,500 reviews
Goldman Sachs,Platform - Data Product Manager - London,"1,116 reviews"
The Boston Consulting Group,Senior Analyst - Data Engineer,182 reviews
Pertemps Network Group,Data Engineer - Hadoop / Spark,55 reviews
KPMG UK,Cyber Security Analyst - Watford,"4,383 reviews"
FirstGroup,Group Financial Analyst (7246),110 reviews
Talentpoint Jobs,Data Scientist,-
Capital One - UK,Business Analyst - Strategy,"6,097 reviews"
Alvarez & Marsal,"Associate, Retail Performance Improvement",33 reviews
McLaren,Automation Engineer,56 reviews
NSI Bluefin,Data Scientist,-
GCS Recruitment Specialists Ltd,Data Analyst,2 reviews
McLaren,Network Development Manager,56 reviews
Linux Recruit,Data Engineer (Senior) - London - £600-£650pd - 6 Months,-
Truphone,BI Developer/Analyst,22 reviews
Harnham,DATA SCIENTIST - NLP,-
L'Oréal,"Category Manager - Active Cosmetics Division (Vichy, La Roche-Posay, Roger & Gallet, CeraVe and Sanoflore)","2,411 reviews"
PwC,Consulting - Data & Analytics Senior Manager,"5,524 reviews"
Harrington Starr,Data Engineer,-
Verizon,Solutions Architect,"19,303 reviews"
Haybrook,Data Analyst (SAP BW,-
Informa,Sitecore Developer - Front-End,129 reviews
Creative Personnel,Data Analyst,-
G-Research,Talent Acquisition Specialist- Quantitative Research/ Data Science,2 reviews
NST RECRUITMENT,Data Architect,-
KPMG UK,Manager - Data Architect - CIOA - TA - CO,"4,383 reviews"
EY,Data Analytics: Financial Crime Analytics- Manager,"5,232 reviews"
Haybrook,Data Engineer,-
PwC,Strategy - Director,"5,524 reviews"
OSIsoft,Sales Support Analyst,17 reviews
KPMG UK,Cyber Security Analyst – NM Lon,"4,383 reviews"
Harnham,DATA SCIENTIST - R&D,-
Harnham,LEAD BIG DATA ENGINEER - FULLY GREENFIELD PROJECT,-
Direct Line Group,Sourcing Specialist,316 reviews
MediaCom,HR and Data Coordinator,-
Medopad,Talent Acquisition Specialist - Healthcare Partnerships,-
Apple,"Enterprise Strategic Partner Manager - HPE, Dimension Data & GE","5,529 reviews"
Kids II Inc,Replenishment Coordinator-UK,-
Paddy Power Betfair,Head of Betfair CRM,19 reviews
Expedia,Systems Architect - Hotels.com,591 reviews
Direct Line Group,PCI Compliance Analyst,316 reviews
Ocado,OSP CFC Platform Engineer,369 reviews
Instructure,"VP, International Marketing",21 reviews
Bud,Recruiter,4 reviews
Expedia,Software Dev Engineer II,591 reviews
Direct Line Group,Business Analyst,316 reviews
Apple,Server Side Software/Data Engineer - Apple Media Products,"5,529 reviews"
Sainsburys,Technical Business Analyst,"6,330 reviews"
Deloitte,"Deloitte, Analytics & Information Management, Reporting and Analytics, Senior Consultant, London","6,694 reviews"
AIG Philippines Inc.,Deep Learning Scientist,-
The Coca-Cola Company,"Senior Recruiter, WEBU- London","7,097 reviews"
Medidata Solutions,Software Engineer Intern - Summer 2018,30 reviews
Sainsburys,Software Engineer,"6,330 reviews"
Kraft Heinz Company,Demand Planner,"2,879 reviews"
Arcadia Group Limited,Assistant Merchandiser - TOPSHOP,151 reviews
Kraft Heinz Company,Customer Demand Planner,"2,879 reviews"
Royal Marsden NHS Foundation Trust,Business Analyst - Clinical Research,4 reviews
Vodafone,CVM Commercial Manager - NBA,"3,271 reviews"
Greenhouse,Team PA,8 reviews
G-Research,Quantitative Operations Analyst,2 reviews
JP Morgan Chase,Program Manager (ED) - Rationalizing Applications,"19,910 reviews"
Direct Line Group,PMO Analyst,316 reviews
Harnham,HEAD OF DATA STRATEGY AND BI - FS- SURREY,-
North Highland,Consultant - Creative Consulting,41 reviews
j2 Global,Senior Business Intelligence Developer,36 reviews
JP Morgan Chase,"CIB QR – Quantitative Research, Securitized Products - Associate","19,910 reviews"
Linux Recruit,Python / Tableau Data Engineer - London +2 days remote - £400pd,-
Rockhall Partners Limited,Senior Manager Data,-
American Express,Social Media Specialist,"5,500 reviews"
Goldman Sachs,Platform - DDI Engineering - London,"1,116 reviews"
Premier Group Recruitment,Data Scientist (Machine Learning/Neural Networking),51 reviews
HeartFlow,Research Scientist - Machine Learning and Image Analysis,4 reviews
AIG Philippines Inc.,Machine Learning Engineer,-
NSC,High Performance Scientific Computing Specialists,32 reviews
Captify Media,Commercial Analyst,-
Alvarez & Marsal,Business Modeling Associate,33 reviews
KPMG UK,Data Privacy Consultant – Assistant Manager - Cyber - Risk Consulting,"4,383 reviews"
Informa,Front-End Developer,129 reviews
Worldgroup Careers,"Data Science Director (Practice Lead), MRM Meteorite",55 reviews
Gigya,Solution Architect (London),13 reviews
Direct Line Group,TM1 Developer,316 reviews
Groupon,Junior Buyer - Groupon Goods,615 reviews
EY,"Data Analytics, RPA, Manager, FS Advisory","5,232 reviews"
"Advisory, Conciliation and Arbitration Service",Grade 9: User Research,-
EY,"AI/Machine Learning, Data and Analytics, Manager- FS Advisory","5,232 reviews"
Ministry of Defence,COMSEC Auditor,385 reviews
JP Morgan Chase,Python Software Engineer - Rates Tech,"19,910 reviews"
BP,Middle Office Technologies Business Analyst,"2,312 reviews"
BNP Paribas,Solution Architect,"2,123 reviews"
KPMG UK,Compliance Officer,"4,383 reviews"
American Express,"Sr Mgr, Merchant Coverage - EMEA","5,500 reviews"
Avast CZ,E-Commerce Specialist,-
Argo Group,Head of Operations - EMEA,30 reviews
Goldman Sachs,FICC Tech SMM eDealing Frontline - London,"1,116 reviews"
KPMG UK,Associate - Transactional Services - Infrastructure,"4,383 reviews"
Amazon.com,Software Development Engineer,"24,701 reviews"
PLATTS,Commodities Sales Specialist - Petrochemicals,12 reviews
m/SIX,Personal Assistant,-
Taboola,Solution Manager - EMEA,3 reviews
PwC,Assurance - Data & Analytics Senior Associate - Financial Services,"5,524 reviews"
IMS Health,Senior Data Scientist & Machine Learning Manager,"1,015 reviews"
Linux Recruit,Big Data Linux Engineer (Senior),-
JP Morgan Chase,Software Engineer- Java,"19,910 reviews"
Aspire,Data Scientist,-
"Department for Business, Energy & Industrial Strat...",Industrial Strategy - Programme Manager,-
KPMG UK,Office 365 Specialist/Engineer,"4,383 reviews"
Richard Wheeler Associates,Backend Python Data Pipeline Engineer,-
"Vertex, Inc.",Intermediate Inside Sales Representative,37 reviews
thetrainline,ETL Developer,-
Harnham,SENIOR DATA SCIENTIST,-
PwC,"Associate, Innovation Products & Strategic Communication","5,524 reviews"
Expedia,Software Development Engineer I,591 reviews
Monzo,Financial Planning Analyst,-
GlaxoSmithKline,Commercial Data & Analytics – Delivery Manager,"2,939 reviews"
KPMG UK,IT Compliance and Data Privacy Manager - Watford - Grade C,"4,383 reviews"
Halfords,Retail Apprenticeship Assessor,825 reviews
G-Research,Office Administrator (6 month contract),2 reviews
TalkTalk,Digital Analyst,52 reviews
Animal and Plant Health Agency,Veterinarian Specialist,12 reviews
McLaren,Technical Business Analyst / Strategist,56 reviews
Harrington Starr,"Sales Executive - Big Data, Analytics",-
Blue Pelican,Lead Data Scientist,-
AIG Philippines Inc.,Statistical Machine Learning Scientist,-
Harrington Starr,Data Engineer - London - FinTech,-
Goldman Sachs,Operations Engineering - PEP Slang Developer Reg Reporting - London,"1,116 reviews"
Ocado,Infrastructure Engineer - Implementation,369 reviews
Government Digital Service,Consulting Technical Architect,-
Harry's,Business Insights Analyst,11 reviews
Notonthehighstreet.com,iOS Engineer,7 reviews
EY,"FS Advisory, Big Data, Senior Manager","5,232 reviews"
Visa,EU Social Media Manager,591 reviews
BRITISH SKY BROADCASTING GROUP,Insight Controller NOW TV,98 reviews
Government Digital Service,Contracts Manager,-
Gigya,Identity Strategy Consultant,13 reviews
Sovereign Business Integration Group,Developer,-
KPMG UK,Restructuring Targeting Associate,"4,383 reviews"
Churchill Frank,Data Engineer,-
Google,"Software Engineering Intern, PhD 2018","2,392 reviews"
BT,Head of Digital Help,"1,839 reviews"
Google,"Field Sales Representative, Google Cloud","2,392 reviews"
JP Morgan Chase,CIB QR – Quantitative Research Equity Financing Trading Optimisation – Vice President,"19,910 reviews"
Morgan McKinley,Data Scientist,19 reviews
onezeero,SAP Data Analyst,-
We Do,Data Engineer - Berkshire,-
Babylon Health,Financial Controller,-
JP Morgan Chase,KDB Engineer - Software Engineering,"19,910 reviews"
Talentpoint Jobs,Data Analyst – become a Data Engineer,-
PwC,Deals Strategy - Managers - Generalist - London,"5,524 reviews"
Travelex,Business Analyst,464 reviews
Sony Electronics,SGA Expert,431 reviews
McKinsey & Company,Recruiter - Graduate/Campus,361 reviews
Direct Line Group,Pricing Projects Analyst,316 reviews
Recycling Lives People Limited,Security Consultant,-
Lloyds Banking Group,Assistant Finance Manager,"1,260 reviews"
Goldman Sachs,Technology Management & Strategy - BAPM Business Enablement - London,"1,116 reviews"
Nuclear Institute,Membership and CRM Officer,4 reviews
Goldman Sachs,Platform - Test Engineering - London,"1,116 reviews"
Captify Media,Performance Analyst,-
"Marriott International, Inc",Finance Operations Project Admin Support Europe,-
Reed Business Information,Content & Insight Analyst - ICIS - London,49 reviews
Celerity Search,"Data Analyst - (Hadoop, Alteryx, Tableau)",-
Deloitte,"Consultant/Senior Consultant, Machine Learning and Artificial Intelligence, Risk Advisory, London","6,694 reviews"
Auto Trader UK,Marketing Analyst,11 reviews
PwC,Strategy & Transformation Managers,"5,524 reviews"
Cogs Agency,Head of Data,5 reviews
Harrington Starr,"Java Developer, Investment Analysis Provider, Big Data",-
PA Consulting Group,Consultant Analyst – Business Intelligence & Analytics Practice,45 reviews
Yelp,Software Engineer - Distributed Systems (London),298 reviews
Ocado,Team Lead - Data Engineering,369 reviews
Medidata Solutions,Principal - Data Science & Machine Learning (Innovation Labs),30 reviews
Churchill Frank,AWS Linux Senior Engineer - Big Data,-
Amnesty International,COMMUNICATIONS PROGRAMME MANAGER - LONDON,148 reviews
Bosch,Diagnostic Development Engineer,"3,226 reviews"
Vodafone,Retention Campaign Manager,"3,271 reviews"
Goldman Sachs,Commodities Trading & Sales Technology – Frontline – London,"1,116 reviews"
GCS Recruitment Specialists Ltd,Data Engineer,2 reviews
Brolly,Product Engineer,-
IQVIA,Scrum Master,95 reviews
Bosch,Calibration Engineer,"3,226 reviews"
Monarch IT,Data Manager TSQL ETL SSIS,-
BRITISH SKY BROADCASTING GROUP,OTT Architect,98 reviews
Ministry of Defence,DI Cyber Assessment Human Sciences C1,385 reviews
Datatech Analytics,Lead Big Data Developer,-
Goldman Sachs,FICC Technology - IRP Repo Technology - London,"1,116 reviews"
BBC,Senior Product Manager,356 reviews
Goldman Sachs,Merchant Banking Engineering – Business Software Engineer - London,"1,116 reviews"
KPMG UK,"Senior Penetration Tester - Cyber (CREST, CTM)","4,383 reviews"
KPMG UK,Sector Executive - Life Sciences,"4,383 reviews"
Datatech Analytics,Data Scientist - Revenue Optimisation,-
The People Network,Senior Software Test Engineer (Big Data),-
IQVIA,Associate Principal,95 reviews
KPMG UK,Visualisation Specialist - Audit Centre of Excellence,"4,383 reviews"
PA Consulting Group,Managing Consultant – Business Intelligence & Analytics Practice,45 reviews
Martin and Conley,Data Architect,-
BP,Commercial Analyst,"2,312 reviews"
Deloitte,"Deloitte, Technology Consulting, Analytics & Information Management, Reporting and Analytics – SAP - Consultant, London","6,694 reviews"
KPMG UK,Learning and Development Business Skills Programme Leader 12 month FTC,"4,383 reviews"
Medopad,Talent Acquisition Specialist - Tech,-
Risk Management Solutions,"Modeler, Cyber RIsk",12 reviews
Harrington Starr,Data Scientist - FinTech,-
Premier Inn,Premier Inn Host,"1,019 reviews"
Lawrence Harvey,"Data Scientist - London - Up to £120,000!!",-
Ambition,Global Finance Data Analyst,9 reviews
JP Morgan Chase,UI Software Engineer - JavaScript,"19,910 reviews"
Cognizant,"Digital Strategist, Digital Strategy Consulting","9,959 reviews"
The Bridge,Java Developer – Senior – Contract – West London – £575 per day – 3 Months,14 reviews
JP Morgan Chase,Lead Kubernetes/Docker Engineer - Athena Core,"19,910 reviews"
Michael Page UK,Senior Data Scientist,32 reviews
Barclays,Legal Counsel - Ventures & Corporate AVP,"3,971 reviews"
GroupM,Solutions Consultant,88 reviews
Harnham,DATA SCIENCE – PRESALES CONSULTANT,-
KPMG UK,Outsystems Developer,"4,383 reviews"
"BrightEdge Technologies, Inc.","Customer Success Analyst, EMEA",-
JP Morgan Chase,CIB - Global P&A Lead for Equities/Prime - Financial Analysis - VP,"19,910 reviews"
Client Server,Data Warehouse Developer SQL,2 reviews
Careerwise UK Limited,Development Director,-
Deloitte,"Deloitte, Senior Consultant / Manager – Banking Analytics Data Science, London","6,694 reviews"
Hiya,Data Sourcing Manager,-
New Look,Merchandising Administration Assistant,"1,325 reviews"
Ipsos,Healthcare Digital focus,321 reviews
Expedia,Senior Business Analyst,591 reviews
Asure Recruit,Legal Counsel - Data Protection/Commercia,-
King.com,Technical Director (Core Data Services),-
MVF Global,Digital Strategy Analyst,5 reviews
Ocado,OSP CFC Infrastructure Analytics Software Engineer,369 reviews
Brolly,Backend Engineer,-
BRITISH SKY BROADCASTING GROUP,Head of Insight,98 reviews
Cognitive Scale,Solution Architect,-
G-Research,Executive Assistant,2 reviews
KPMG UK,Data Migration Manager - Financial Services,"4,383 reviews"
Conviva,Solutions Analyst,7 reviews
Bud,UI Developer,4 reviews
JP Morgan Chase,RAD Software Engineer (Excel/VBA) - Front Office Rates Technology,"19,910 reviews"
HS Consulting,C++ Developer Required – High Frequency Trading (HFT),-
Freshtech IT,Cloud Engineer,-
The Stars Group,Acquisition Analyst,-
ROLI,R&D Mechatronics Engineer,-
KPMG UK,Strategic Sourcing Specialist,"4,383 reviews"
First,Short Cycle Salesperson/RM,"2,465 reviews"
Adobe,EMEA Physical Wellbeing Program Manager,439 reviews
Cognizant,Azure Architect,"9,959 reviews"
Cognizant,Network Architect,"9,959 reviews"
Credit Suisse,Business Analyst for UK Scenario,"1,164 reviews"
Direct Line Group,Geospatial Pricing Analyst,316 reviews
Direct Line Group,Marketing Effectiveness Analyst,316 reviews
JP Morgan Chase,Global Head of Rates eXecute Software Engineering - ED,"19,910 reviews"
Bechtel,Proposal Coordinator,"2,075 reviews"
PwC,Consulting - IFRS 17 Director,"5,524 reviews"
KPMG UK,Data Analytics Assistant Manager - Risk and Regulatory - FS Consulting,"4,383 reviews"
Houlihan Lokey,Associate - Financial Advisory Services,30 reviews
Goldman Sachs,Equities Technology - Engineering Role - Analyst - London,"1,116 reviews"
ABN AMRO Bank,"Associate, Trade Processing","1,008 reviews"
